,city_n_samples_mean_over_windows,city_sampling_rate_hz_std_over_windows,city_steer_mean_mean_over_windows,city_steer_mean_std_over_windows,city_steer_std_std_over_windows,city_steer_min_mean_over_windows,city_steer_min_std_over_windows,city_steer_max_mean_over_windows,city_steer_max_std_over_windows,city_steer_median_mean_over_windows,city_steer_median_std_over_windows,city_steer_q25_mean_over_windows,city_steer_q75_std_over_windows,city_throttle_std_std_over_windows,city_throttle_min_mean_over_windows,city_throttle_min_std_over_windows,city_throttle_median_std_over_windows,city_throttle_q25_mean_over_windows,city_throttle_q25_std_over_windows,city_brake_mean_std_over_windows,city_brake_std_std_over_windows,city_brake_min_mean_over_windows,city_brake_min_std_over_windows,city_brake_median_mean_over_windows,city_brake_q25_mean_over_windows,city_steer_abs_mean_std_over_windows,city_steer_abs_std_mean_over_windows,city_steer_pos_ratio_mean_over_windows,city_steer_pos_ratio_std_over_windows,city_steer_zero_ratio_std_over_windows,city_steer_signchange_rate_mean_over_windows,city_steer_signchange_rate_std_over_windows,city_throttle_active_ratio_mean_over_windows,city_throttle_zero_ratio_std_over_windows,city_throttle_active_mean_std_over_windows,city_throttle_active_std_mean_over_windows,city_throttle_active_std_std_over_windows,city_brake_active_ratio_mean_over_windows,city_brake_zero_ratio_mean_over_windows,city_brake_active_mean_mean_over_windows,city_brake_active_mean_std_over_windows,city_brake_active_std_mean_over_windows,city_brake_active_std_std_over_windows,city_steer_diff_std_mean_over_windows,city_steer_diff_std_std_over_windows,city_steer_diff_abs_mean_mean_over_windows,city_steer_diff_abs_mean_std_over_windows,city_throttle_diff_mean_mean_over_windows,city_throttle_diff_std_mean_over_windows,city_throttle_diff_std_std_over_windows,city_brake_diff_mean_mean_over_windows,city_brake_diff_mean_std_over_windows,city_brake_diff_std_mean_over_windows,city_brake_diff_std_std_over_windows,city_brake_diff_abs_mean_std_over_windows,highway_duration_sec_std_over_windows,highway_sampling_rate_hz_mean_over_windows,highway_sampling_rate_hz_std_over_windows,highway_steer_mean_mean_over_windows,highway_steer_mean_std_over_windows,highway_steer_std_mean_over_windows,highway_steer_std_std_over_windows,highway_steer_min_mean_over_windows,highway_steer_max_mean_over_windows,highway_steer_max_std_over_windows,highway_steer_median_std_over_windows,highway_steer_q75_std_over_windows,highway_throttle_mean_std_over_windows,highway_throttle_std_std_over_windows,highway_throttle_min_mean_over_windows,highway_throttle_min_std_over_windows,highway_throttle_median_mean_over_windows,highway_throttle_median_std_over_windows,highway_throttle_q25_std_over_windows,highway_throttle_q75_std_over_windows,highway_brake_mean_mean_over_windows,highway_brake_mean_std_over_windows,highway_brake_std_mean_over_windows,highway_brake_std_std_over_windows,highway_brake_min_mean_over_windows,highway_brake_min_std_over_windows,highway_brake_median_mean_over_windows,highway_brake_q25_mean_over_windows,highway_brake_q75_std_over_windows,highway_steer_abs_mean_mean_over_windows,highway_steer_neg_ratio_mean_over_windows,highway_steer_neg_ratio_std_over_windows,highway_steer_zero_ratio_mean_over_windows,highway_steer_signchange_rate_std_over_windows,highway_throttle_active_ratio_mean_over_windows,highway_throttle_active_ratio_std_over_windows,highway_throttle_zero_ratio_std_over_windows,highway_throttle_active_mean_mean_over_windows,highway_throttle_active_mean_std_over_windows,highway_throttle_active_std_mean_over_windows,highway_throttle_active_std_std_over_windows,highway_brake_active_ratio_mean_over_windows,highway_brake_active_ratio_std_over_windows,highway_brake_zero_ratio_std_over_windows,highway_brake_active_mean_mean_over_windows,highway_brake_active_mean_std_over_windows,highway_brake_active_std_mean_over_windows,highway_steer_diff_mean_mean_over_windows,highway_steer_diff_mean_std_over_windows,highway_steer_diff_std_mean_over_windows,highway_steer_diff_std_std_over_windows,highway_steer_diff_abs_mean_std_over_windows,highway_throttle_diff_mean_mean_over_windows,highway_throttle_diff_mean_std_over_windows,highway_throttle_diff_std_std_over_windows,highway_throttle_diff_abs_mean_mean_over_windows,highway_throttle_diff_abs_mean_std_over_windows,highway_brake_diff_mean_mean_over_windows,highway_brake_diff_mean_std_over_windows,highway_brake_diff_std_std_over_windows,highway_brake_diff_abs_mean_mean_over_windows,highway_brake_diff_abs_mean_std_over_windows
city_brake_median_mean_over_windows,0.1777643936946257,-0.07181861077499638,0.08619931011881758,0.01080443606214657,-0.37409103027353996,0.06588485931064092,-0.13247409448866934,0.41052351217618993,-0.27535332719568995,-0.1575680284950135,-0.19709708848659524,0.23579648397545788,-0.2224821125460118,-0.26144943376102847,-0.07944578598690663,-0.04504161819110886,-0.112500456348217,-0.08074022408582032,-0.4493435755673985,-0.4731363650216496,-0.19161354779436182,0.05704322403488054,-0.1506443137384612,1.0,0.30897427232706065,-0.3945134553511392,0.2016852809297285,0.22027719849971927,-0.18815327089028988,-0.3468747449788099,0.3186187596288061,-0.06042206941017046,-0.1181584828776846,-0.08825544630183846,-0.36687179516866786,0.09730911104439115,-0.43222431747043083,-0.013725042538649408,0.12174006721185256,0.44582794108515955,-0.5656509756836053,-0.07038381624566747,-0.06877438685433736,0.3068646296930804,-0.12558533200985825,0.25983961914569204,-0.23654432548754997,-0.33953852669606294,0.1616109501255807,-0.14168406193207136,0.38335897484410997,-0.3167929429552101,-0.050036441327368196,-0.4944624461778184,-0.6980552411233981,-0.18888040432417885,-0.22394671281534412,-0.10593015223097972,0.05533361574828527,0.02293183431116695,0.19690083348497647,0.1499054022941089,-0.11025429253035146,0.32517010726053414,0.23654958987940183,0.07171196262219647,-0.05436866335095236,-0.07457565296552716,-0.1356732021252001,-0.06934983766112622,-0.2352350108035238,-0.0839457742619074,-0.07168447608536947,-0.16013016698379884,0.07671838558880904,-0.0001887592029457406,0.1992308211682001,-0.08674957370123754,0.04418200563497882,-0.0024984552404080725,-0.167937106492471,-0.16472734626422555,-0.11310961007163033,0.1060432392055421,0.1142202003522883,-0.2203469176204443,0.030202310990801687,0.11451508401646275,-0.4758084030098526,-0.010699870554296791,-0.32619142974470494,0.0537588949744971,-0.041329523662359306,-0.07326547096861095,0.026321774317150996,-0.0903750353589249,-0.15831313083265153,0.13186808125152188,-0.18870624079096307,0.13643352694813235,0.1174127092967093,-0.26957317260497443,0.1423477639232946,-0.3437101390305658,0.2574949295228302,0.14952131566460228,0.016437689784188074,-0.672742803935144,-0.6090703142011349,0.003387330474618268,0.1476878285502692,0.1211909061320877,-0.03436947695207234,0.12754247578614775,0.021836112194345593,-0.01801535771875648,0.08664292578658149
city_brake_q25_mean_over_windows,0.0625783772663138,-0.21973278015883052,0.2970506164638402,-0.034820775503174826,-0.38769654424839184,0.24840870748603724,-0.14461391575009375,0.47212117010194316,-0.32348820794464683,0.0027977097720733655,-0.012778992065207918,-0.05083216566180402,-0.0821421149238319,-0.36259439958332845,0.0925142633406137,0.15152732334282784,-0.16615945118176254,0.2275840347552503,-0.28295760722722346,-0.7442252730473143,-0.2683003341839284,0.7188045205916131,0.2234222485999021,0.30897427232706065,1.0,-0.1499285101943029,0.24636461103163645,0.22292708620898624,-0.5475452219110509,0.20262048200829444,0.09553868628742489,-0.2741743089685297,0.18235612640298368,-0.4411343168879724,-0.3567788087241303,-0.2511535514598911,-0.40545022133161895,0.8006115079106798,-0.20722060551292773,0.7383835939544522,-0.545069668462679,-0.7041072740703611,-0.19587625183315904,0.30052549183967736,-0.02159155105810846,0.28062188618346173,-0.2556891058990329,-0.2288377334469363,-0.08570193864990984,0.07064325017951313,0.5591445213460132,-0.4314366035610784,-0.6189614834459285,-0.19572813514413762,-0.35783020055432296,0.18324544416289199,0.04125984586758566,-0.132473207769054,-0.11677947500881303,0.15112214479262098,0.23463689640025753,0.0012028298639429314,-0.07533911924566282,0.13006034790581955,0.1330009196877381,-0.0073066246705228155,0.07753638758888347,0.027358356370639377,-0.0021643677177461376,0.057861961068587354,-0.3652304594548318,0.21538073554135984,-0.19175759754084765,0.17745108131737072,0.09539726138665562,-0.03528994986304715,0.13521875530311178,-0.14252562395091253,-0.23897880737790236,0.04645812771607249,-0.08636394522913814,-0.36727628006663354,-0.07004580495632949,0.21514240794207332,0.17418593844581184,-0.1418607420227007,-0.19708313888599482,-0.23924283095044216,-0.12389097700823327,0.2000366265635539,-0.0937536074012309,-0.045933083201653874,-0.22407407446843136,0.21571945685720484,0.27231661319112543,0.007752432345913618,-0.01025681007469181,-0.054050195640737896,0.07396767971948942,-0.2753067119144894,0.34171183334048594,0.10324674277096707,-0.11162273978681125,-0.20243514918936653,0.17350183788156254,-0.074437409708897,-0.05677478841891843,-0.18709674875667553,-0.2961083804635315,0.1116708338920046,0.012854557561577936,0.009056418931766442,-0.25364724829244695,0.45792891477341996,0.010951442605352562,0.00418433290544497,0.16158468122576922
city_steer_abs_mean_std_over_windows,-0.025956130622225005,-0.05031309363354964,0.07285298106833112,0.5715632734365328,0.5911723714152116,-0.4121036670560868,0.017452702914526223,0.04200479069244859,0.10037616463647014,-0.06335103483835623,0.7427486825789041,-0.33775201583654835,0.633392622590705,-0.1978853499315029,0.384223773183145,0.0969864088562766,-0.1110913081850268,0.23478315102296593,0.021134257634126907,0.30681605997392236,0.24779297616579793,-0.29931447064962485,0.5508496138784468,-0.3945134553511392,-0.1499285101943029,1.0,0.3728521301874667,-0.17896234110286507,0.18116718417375646,0.10904129371858476,-0.2960918026198191,-0.121462513976749,0.2244717623519851,-0.13464915314167078,-0.07416648261591242,-0.2692606271063853,-0.07136921843657561,0.06844551855825758,-0.06396101001876059,-0.27062011027466254,0.48583165148174723,0.08377665102549059,0.39910471115696494,-0.12793645511702845,0.0564320503064108,0.023851615677875925,0.388486554132023,-0.12833791849259538,-0.25364919170007894,0.13052309427948544,-0.13577346554520686,0.05403526153481166,0.028036096480868664,0.20056652492689664,0.3305223643230885,-0.08121308177152005,0.579420436902739,0.19681899669343356,-0.04831324529164487,0.04220447100229378,-0.2501574521422762,0.08869581872840113,0.16753076744569842,-0.29335665277765716,-0.13252702417839654,0.13084619036966474,0.11880829337195455,0.04068675811553609,0.06624456197686542,0.19557405808880407,0.21716109128425481,0.10490888111103684,-0.04979175553506498,0.0020537566017185278,-0.13588526027395142,0.4340247423629139,-0.3066026487672441,-0.3371629641101535,-0.10842986860778003,0.1300485907505857,0.33722442235108063,0.1857090613528756,0.38597901787802913,-0.018981867420965207,-0.13293574812549488,0.1134094419477161,0.10436736111290376,0.29627876765297956,0.2291071056436822,0.1970667926086661,-0.08653434334008288,-0.3000021469016235,0.15484825274538921,0.12330684134009051,-0.2557521512364899,0.23051322899765198,0.39997016740513064,-0.37621536057440963,-0.13599926213785882,0.14376302261910948,-0.06740133708673464,-0.31122479485192794,0.046963665590243404,0.5410372471795744,-0.30550620165908143,-0.09914534820162636,-0.011897091105810954,-0.06693299987886152,0.09619935112567551,-0.1505343375631293,-0.16441739782224,-0.02869317758995239,-0.02452231932061258,-0.07214747791461065,-0.20877090288205502,-0.10074253124907909,-0.22638506156190485
city_steer_abs_std_mean_over_windows,0.02453902148031449,-0.2746344395283662,0.7279489729777202,0.49934993855387394,-0.10474460201415718,-0.014707486902241206,-0.05638460081914817,0.7837170014466254,-0.6633691043878736,0.3441058203052199,0.26687115296660824,0.1463810192663379,0.7655263015114148,-0.3954849545335765,0.29145509729451563,0.09728002027148441,-0.07254739609159003,0.1731955831616806,-0.3082996321026538,-0.0793206090662577,0.08394103911015595,0.027568935886963717,0.25473210285117875,0.2016852809297285,0.24636461103163645,0.3728521301874667,1.0,0.3999306538291375,-0.27194963041368486,-0.22999790750903923,-0.07256006733223314,-0.21385482255551075,0.12979979033034839,-0.18025773848987642,-0.3122641469543344,-0.24407351573942168,-0.3869904399438249,0.16229966947608743,0.09586739835598725,0.17892391125688284,-0.13553811873753469,-0.03092305181217475,0.1524456273961506,0.4261325672019482,-0.006704801919249464,0.4929140716903574,-0.04308896038180398,-0.2057884578734758,-0.0971495180420982,0.18417951002284533,0.06685337185239777,-0.02278553176426043,-0.09588504142833333,-0.09631662769798403,-0.03557582430051321,0.2728864341112281,0.534504455828969,0.3070100330410012,-0.03419094090889812,-0.04481001678529759,-0.039944874255959925,0.15319675039116185,0.10439468773924813,-0.08514869482104309,0.1812922808715809,0.06800672870669053,0.0835793810377906,0.0665078470075668,0.08804375429263511,0.19622737821193464,0.06913593021005403,0.13880862023079468,-0.09605444826975068,-0.03332530527889656,-0.1032128175793943,0.3084113995787142,-0.15194000532818103,-0.27530069015899994,-0.11698023743505444,0.05096084202006922,0.33561196669037135,0.018485180666244744,0.26273145014627436,-0.0876351470882807,-0.1024682184027066,0.11142608528763406,0.12751686359192993,0.11400558958765075,-0.10731595469300093,0.26964319478255616,-0.26536401354718825,-0.1274847335728865,-0.04201169875228045,0.34886114746568975,-0.1326269656526596,0.3684699445460664,0.24940755561397576,-0.3702457081496662,-0.2748902668136315,0.08103288700275707,0.11650059575878521,-0.23897801880548308,0.09755815055588425,0.2511098675293248,-0.1854841345201279,-0.19931919346438806,-0.2619686778305463,-0.2304900123873033,-0.3456437468599803,-0.036664725819365314,-0.10293378902037471,0.06991389035327425,-0.25007730673541473,0.37340076114404974,-0.15168403245321893,-0.028812281701612975,0.02500934640626927
city_steer_pos_ratio_mean_over_windows,0.4007592589956556,-0.2887930916237549,0.7865886236679921,-0.06703541653357982,-0.2915349451166761,0.36889464463486954,-0.04186797002918957,0.6006449142995698,-0.5971309681386014,0.7148715959651172,-0.10121710589395325,0.6059774980316737,0.3471408969603181,-0.20767244822519224,-0.14240848390269506,0.0011324567773710226,0.18013971512380267,-0.1696982484809741,-0.22771174862925778,-0.21392507375295255,-0.3354093370806904,0.04853200289283923,-0.30314774302972264,0.22027719849971927,0.22292708620898624,-0.17896234110286507,0.3999306538291375,1.0,-0.5298241792989109,-0.1904818955954141,0.4785889255021113,-0.03011009099875956,-0.06750614612152214,0.0010271661924969823,-0.22392802015278662,0.10967226637320446,-0.38277493141182267,0.20119082139678687,0.21913368629303162,0.15360341765776317,-0.050065026095422224,-0.017633375888448707,0.103555539079345,0.3163009309048324,0.01990875078445655,0.4857831279373132,-0.1371353015425713,-0.28640701014104825,0.09527247606240252,-0.07534682883882572,0.015349243361833005,0.1472932548722501,-0.08827288976940914,-0.44516633002702544,-0.37675060692108875,0.05835774324783352,0.23719822972886098,0.10078531346316219,0.23585925679929753,-0.1753272983685616,0.2367231508132036,0.05260454969678973,-0.1668805158666735,0.27390167802784154,0.3705858000685622,-0.14886132857908976,-0.07903144779176283,0.4851827592778849,0.06930899646456536,-0.17892798343691557,-0.0961558985746934,-0.20742651865102305,0.4526481920046887,0.24530972475566185,0.3995138919517867,-0.35041777983752964,0.12096569828795958,0.17461547768394128,-0.16651338525006962,-0.17248761087816752,-0.058712777923421625,-0.28180174663106394,-0.30636879618029195,0.09573383565409463,-0.012453184403227943,-0.4136494776459509,-0.0833783700708167,-0.02227337645172972,0.16154633258724774,0.005730920886198798,0.08761857372446091,-0.00851912778559695,-0.46265848507039503,0.5214192351570605,0.33445104402539105,0.01740481329689831,-0.14737244224889953,0.045536490518183835,-0.1459313742543969,-0.3974020048421023,0.33329638398456907,0.3266174431641635,0.06011701984204295,0.20920571189640197,0.20517049513738947,-0.04694197348320515,-0.09697788721217275,-0.12628269832078523,-0.22226734697051836,0.13807247044914187,0.15996024949599436,0.22093569296713353,-0.03394174159104809,0.17453125889849913,-0.13654311396781005,0.3428017495092231,0.13164027585939725
city_steer_pos_ratio_std_over_windows,-0.2520360004072432,0.3673350121835474,-0.605242900169429,0.36985308475594225,-0.04243629016417197,-0.2840821606324543,0.11282387338422746,-0.46464754544032016,0.26896730170303995,-0.4626859170506728,0.40530090737080665,-0.605266597933056,-0.14234962480541888,0.40049042426749826,-0.0180673611511254,0.03961281007243587,0.025128180623858028,0.0049916657158586815,0.07884229717180706,0.6430728076898603,0.5649037582563943,-0.4917940830695548,0.29629161638317053,-0.18815327089028988,-0.5475452219110509,0.18116718417375646,-0.27194963041368486,-0.5298241792989109,1.0,-0.21052039744041118,-0.029382204444532205,0.34051572300605587,0.001701434695333988,0.15880336907273765,0.2489442651055222,0.018581182750058708,0.5186474530746323,-0.5165736516775296,-0.053011225228910504,-0.33853108870190857,0.46621939003930934,0.2709908951757597,0.42776570964197314,-0.15063415227416885,-0.29444540264885943,-0.12923193416107537,-0.1381985091067424,0.2704323628146383,0.06767366988414632,0.12854868382521076,-0.19827620044203537,0.16173479291259557,0.47256240887087925,0.4580679757892676,0.4494233592113268,0.04179378329059944,-0.12954873479446882,0.35008891065516556,0.08413098772077152,-0.13327333079604112,-0.2635267072423553,-0.12540730958964919,0.20066403882005174,-0.10365180014185757,-0.27034297261598506,-0.06440108875076717,-0.26558758767764906,-0.09915744504980317,-0.052086697832425845,0.14584122023551907,0.5737695587065662,-0.07156537727981613,0.028759229107159587,-0.13489679555373488,-0.16714003441064235,0.17709094014883678,-0.22256087406798902,-0.011555726748023971,0.08223886952321333,-0.027175986443887207,0.15608792142203684,0.24129492140605147,0.08171988684469364,-0.04111047933409184,-0.17023794878675783,0.04812476493465414,0.18612616152059241,-0.09725552353567643,0.16848617278144493,0.08225677147512798,-0.17682319300002214,0.02292389259334982,0.1537066164177105,-0.10549581104141267,-0.2981422883726448,0.07834774219360464,0.13443641924732777,-0.09279504229620408,-0.13832086900264598,0.2648028124973022,-0.2730417928286696,-0.2711557744526306,0.24074866444005452,0.13854872530807102,-0.11835130525827182,-0.04054479379112807,-0.0781759731471057,-0.02134060176864326,-0.03907314757165498,-0.05541449697868776,-0.13826135843396015,-0.033452833044157325,0.13837051690914806,-0.3462721410380045,0.08378185458466476,-0.18035325954030557,-0.2341351859548461
city_steer_zero_ratio_std_over_windows,0.186423843934243,-0.0940384447077186,-0.21812513359226882,-0.12555211342770525,0.18210475776778523,-0.05643802096358693,0.003588102926904779,-0.22164877193247845,0.19328849126550543,-0.15596741414765705,-0.06884453020283368,-0.25282733119312983,-0.13266591239768177,-0.08344959186706945,0.23098481237954405,0.14858652858106652,0.10794970436337552,0.2650333968371392,0.0285994366235452,-0.10569306154027283,-0.0760955138919528,0.3408910390066821,0.05777395803378796,-0.3468747449788099,0.20262048200829444,0.10904129371858476,-0.22999790750903923,-0.1904818955954141,-0.21052039744041118,1.0,-0.39846324511985454,-0.43407150979643544,0.3205012523229937,-0.06207684216357201,-0.03382061766228663,-0.46609468058148473,0.035539745890364696,0.3557963440715693,-0.017423677106368995,0.18693220883497355,0.0028347082029639035,-0.3752944320848744,0.0047485633146335015,-0.3691907280958773,-0.13012459867143256,-0.345972969831365,0.018572163445737123,0.045107050874039975,-0.3651664398171187,-0.2980526062006502,0.07859137986151851,-0.053806939771087144,-0.4152468456640711,0.19676747333677058,0.08991627889940389,-0.016696058623406063,-0.04405487495537498,-0.1788237292579537,-0.15778473182269379,0.1496458894190728,-0.04075544087439988,0.03146389056914282,0.2071705656240882,-0.23047384397614468,-0.06540440274476408,-0.006694423138855871,0.27740167837185087,-0.06805660840867125,-0.047368769393186405,0.36213368961469516,-0.1573082209860333,0.2956180546001902,-0.29147082063977336,-0.03184851297929513,0.3018298745709787,-0.009129710980437876,0.25942122543747115,-0.17747539799361614,-0.09060333913308741,0.3630624714344741,-0.06792971090250428,-0.23190055430130005,-0.10762670133946556,0.2784806637119789,0.133748029930884,0.1600751228900768,-0.16194239464651078,-0.1735128030092849,0.02989667657297802,0.2422157711726755,0.025954944934748366,-0.05051216991147804,0.08447015473685462,0.059160312718324004,-0.200702922156822,-0.036611361984921355,-0.00681104796834002,0.0936422186128307,0.5758376201318157,-0.19779924640717722,0.3013285914764221,0.12480539346923385,-0.14509609641128246,-0.21017973227451445,-0.18701035117524104,-0.07069997728380953,0.05149407980454344,0.2544737253707731,0.15243426103347346,-0.24587972816296197,-0.4326966137910627,-0.35287113491272426,0.06230694405382046,0.252538923690251,-0.10851538980691704,-0.39404224882060745,-0.12941038672594304
city_steer_signchange_rate_mean_over_windows,-0.09734657681582115,0.13979487030952414,0.09721866944629534,-0.15927130318039198,-0.3494837835904936,0.15152619983504612,-0.17711370535685095,0.13802345717969308,-0.1373215197211412,0.18719772791726821,-0.16222274449591767,0.2192783989183875,-0.19712690239933534,0.05558836010539799,-0.25601375834914286,-0.0840689179520608,0.23108552045132846,-0.37604110921518785,0.12685971549640335,-0.23424685543753604,-0.22560490489111246,-0.06344717594988501,0.08303994490133847,0.3186187596288061,0.09553868628742489,-0.2960918026198191,-0.07256006733223314,0.4785889255021113,-0.029382204444532205,-0.39846324511985454,1.0,0.3970204551317685,-0.2931497622299937,0.0034217425486127375,0.14314315377266387,0.3281460463853289,-0.13639460963406153,0.10541219815443807,-0.08368650553599363,0.035033594973215475,0.017938203291997478,0.003947072820528277,0.1056011424377731,0.37002704329629377,0.07664075166996606,0.4814173331224428,0.06642115850280227,0.04017894094187752,0.3095686560780291,0.11044234044347574,0.3287057784752017,-0.05661974940585458,0.14293939507129488,-0.12714631258509085,-0.14753847975772316,0.22969561075069886,-0.1933758892307586,0.09356081346088944,0.37648196312870824,-0.12398584622087698,0.36910073766409196,-0.09213202496311203,-0.2610667534073657,0.6008120589104434,0.4816003118184409,-0.13348063482325165,-0.17099110949216884,0.593645917742741,0.277958522502861,-0.3096209216387445,-0.0031022980634889796,-0.41372959007658966,0.6075049084513147,0.47928657453669915,0.08754299610832725,-0.5739487568389419,-0.16836764494892717,0.43250771841829483,-0.1151725559243031,-0.45090856771729093,0.0005785372200005822,-0.3162283290039351,-0.25084304333406765,0.24871763598994387,0.0718194086762027,-0.5780118116467228,0.06556167405030676,0.052833448501210994,0.44447172022087467,-0.33887295854152255,0.31648859530042406,0.30955588518904587,-0.3198424608845855,0.4571018856437159,0.4262970267958925,0.18851112988220306,-0.2851530971913173,0.06896858502730897,-0.09503218129746574,-0.40824770179548797,-0.0012156758288826097,0.23216927819549288,-0.06814213592469627,0.018932806742272407,0.5249208758332314,0.3058635740486195,0.23440967344239874,-0.06854051796131569,-0.1477353167846963,0.2664577119916494,0.3102034226430773,0.43171455173997136,0.183795673831854,-0.14009476339061958,0.09817114132505449,0.46600940730360135,0.15356044328929463
city_steer_signchange_rate_std_over_windows,-0.26274782169956384,0.5162460097537267,-0.12326495281345315,-0.13354485073098565,-0.08989265535172024,-0.0691219942169803,-0.03762813841758759,-0.22376717377865443,0.05423365284033989,0.007172665580234267,0.0334108143057432,0.04486083775884552,-0.1491229212859455,0.4255485322603435,-0.5102708002219553,-0.1289979520400053,-0.19677305083837407,-0.21448254191908428,0.3326497891838272,0.04833702824365177,-0.09618908369562157,-0.28753441537888136,-0.018271733115891517,-0.06042206941017046,-0.2741743089685297,-0.121462513976749,-0.21385482255551075,-0.03011009099875956,0.34051572300605587,-0.43407150979643544,0.3970204551317685,1.0,-0.6190502385504285,0.23756280877189084,0.2902305289418193,0.5380211883010614,0.270002162529033,-0.1254850881903117,0.025353127568367967,-0.3380056997969789,0.19669386350654594,0.27274757517347,-0.037349917697951374,0.285129442038472,0.16579684585790128,0.3262587699519774,0.13325295330896825,0.38316835131757065,0.5858564173196994,0.42096618277991665,0.05542942649348484,-0.11308587160194788,0.5168213857880068,0.2328174002789795,0.43658417774835573,0.2846588794004264,0.03589633436316443,0.20091631202708637,0.19577231149365715,-0.1949423679953833,-0.11732992388870352,-0.1278231049592091,0.011644855566857099,0.03382767823975112,-0.1332931672092277,-0.25620838055185263,-0.27490692156029756,0.3946766674103265,0.33521707345062685,-0.645041722192347,0.22588819510094088,-0.4390812171407325,0.41755559663504777,0.44555348206543677,-0.13782561812525188,-0.3867295853556348,-0.07191876307943489,0.4767599653987392,0.04622661186750129,-0.5168605244608496,0.05290114187054985,0.06264652623561794,-0.1669907853207837,-0.13737039514702726,-0.20448532574656136,-0.2552329943129169,-0.11083314353900574,-0.05315260764110888,0.3935047757247976,-0.5111340972639734,0.4242746859913694,0.3562326560346654,-0.08461078846754017,0.02418696324849439,0.3454564885833846,0.045320298260602,-0.3094292889801124,0.2094287605101599,-0.001143671361429772,-0.026545808296812745,-0.22139491379289006,0.18940646912349743,0.13699732899057449,0.05985411539909769,0.18242571849947603,0.21042799601631076,0.2663026471555341,0.0936949989640572,0.20179207996791929,0.5274895219488414,0.67205306635449,0.5925076499059181,-0.07168854748045457,-0.14637118617990155,0.39734246102089865,0.7197686217857685,0.5004959341075743
city_throttle_active_ratio_mean_over_windows,-0.08530202232933393,-0.6677448174039233,0.005369357910519541,0.37119996439800634,0.2231643925662779,-0.09639167028431042,0.0793384655255684,-0.07285769568002261,0.29323628584217826,-0.09464994463077568,0.135704561911956,-0.25741143451831666,0.09718537286230718,-0.6305714547096845,0.768795427484111,-0.10741861463085017,0.2512262077771251,0.37893434823391137,-0.26615747557586433,0.20799795635190937,0.3508475420980819,0.1573637768762005,0.22174172096954714,-0.1181584828776846,0.18235612640298368,0.2244717623519851,0.12979979033034839,-0.06750614612152214,0.001701434695333988,0.3205012523229937,-0.2931497622299937,-0.6190502385504285,1.0,-0.5752637607536228,-0.284767173841166,-0.6905329143743999,-0.24391747990184354,0.07347468214268028,-0.2780444568473109,0.31291482267676496,0.061782563219188104,-0.3867547215994237,0.10776971892075388,-0.42978005345470305,-0.11869324752791868,-0.32619513546790035,0.030910043180841906,-0.22120898124301377,-0.6616621762199382,-0.5387365304237576,-0.17144625849598757,0.3883642282026305,-0.3980313623317499,0.06378703574726467,-0.07010944314761615,-0.13589949488146705,0.27520993423211604,0.08418256281505991,-0.06362840673787483,0.029694609517196803,-0.11442422939964733,0.10692283323487313,0.23179619173224233,-0.3697758728808732,-0.05252791800051758,-0.05322781159801231,0.09590934168714632,-0.24743680006108928,-0.04230968171941874,0.6742114189662645,0.18802593991616967,0.7006067314822758,-0.5750688136631027,-0.11170372271853639,0.05511090070527028,0.35957899352217293,0.045823043180058205,-0.41883755425927266,0.12961918197932923,0.43143034268820984,0.1813228669343984,-0.01984299270954679,-0.016331249205330547,0.15435775516046588,-0.0653128917963546,0.08687378012116505,0.00612907050182894,-0.2478792222328322,-0.22046744691278436,0.7245885501681618,-0.3319087391107976,-0.4627851080042979,0.11255241567565934,0.13900466865313293,-0.37322788189931694,0.17011554591945588,0.32315275521398995,-0.027446431871985495,-0.07118423135843459,0.046158109070064415,0.11111257597847321,-0.21311939468032967,0.13458190100910053,-0.06399558554215928,-0.5040530932206511,-0.44740300392107907,-0.6019936968888777,-0.1548600095231719,-0.35047947679794167,-0.4884242888417245,-0.6172566677775426,-0.40400281530105536,0.02350030370462027,0.12599243827188308,-0.14080105669011753,-0.5602864361436142,-0.29049643586735513
