label,n_samples,duration_sec,sampling_rate_hz,steer_mean,steer_std,steer_min,steer_max,steer_median,steer_q25,steer_q75,throttle_mean,throttle_std,throttle_min,throttle_max,throttle_median,throttle_q25,throttle_q75,brake_mean,brake_std,brake_min,brake_max,brake_median,brake_q25,brake_q75,steer_abs_mean,steer_abs_std,steer_pos_ratio,steer_neg_ratio,steer_zero_ratio,steer_signchange_rate,throttle_active_ratio,throttle_zero_ratio,throttle_active_mean,throttle_active_std,brake_active_ratio,brake_zero_ratio,brake_active_mean,brake_active_std,steer_diff_mean,steer_diff_std,steer_diff_abs_mean,throttle_diff_mean,throttle_diff_std,throttle_diff_abs_mean,brake_diff_mean,brake_diff_std,brake_diff_abs_mean,subject_id,study
,17996.0,846.9370000362396,21.247152975050106,228.08735274505446,5477.162385111539,-28726.0,32767.0,62.0,-569.0,417.0,26462.525005556792,10363.781006125555,-15616.0,32767.0,32767.0,22365.0,32767.0,26906.797677261613,11048.164995799681,-29184.0,32767.0,32767.0,26786.0,32767.0,2368.031784841076,4944.062813046105,0.5392309402089354,0.4607690597910647,0.0,0.012670186162823007,0.9745498999777729,0.0008335185596799289,27388.78595050747,8718.94552995485,0.9527672816181374,0.0064458768615247835,28480.616528636416,8611.826904456171,0.025173659349819393,199.01961623509544,73.82322867463184,0.0,637.8023788051893,106.73264795776605,0.8092803556543484,743.6637554984253,160.41661572659072,P14,1
,17967.0,845.201000213623,21.256482180521704,-107.01291256191908,4617.9924744616055,-32305.0,31686.0,-83.0,-869.0,763.0,8752.107753102911,24265.034325087006,-32000.0,32767.0,14564.0,-14336.0,32767.0,27194.44103077865,12445.3199976406,-32768.0,32767.0,32767.0,28866.0,32767.0,2268.622530194245,4023.7616819506184,0.4614014582289753,0.537819335448322,0.0007792063227027328,0.019091617499721696,0.5866310458062003,0.005844047420270496,27457.563567362427,9813.195020031826,0.9352145600267157,0.0015584126454054655,29899.233827292745,6680.500442268952,0.019035956807302683,253.22844335187688,116.92285428030725,1.8238339084938218,1722.1053529881058,347.7862072804186,1.8238339084938218,974.2272860180658,212.02799732828677,P14,2
,18080.0,850.3770000934601,21.259982334909154,710.1253871681416,6195.070966727071,-32768.0,30992.0,110.0,-607.0,1033.0,27495.53738938053,7493.178537824134,0.0,32767.0,32767.0,23665.0,32767.0,25771.78949115044,13776.432277679243,-32768.0,32767.0,32767.0,30687.0,32767.0,2957.474280973451,5489.674692153075,0.5455199115044248,0.45442477876106196,5.5309734513274336e-05,0.008020355108136512,0.9983407079646017,0.00165929203539823,27541.236343490305,7415.01444515214,0.8725663716814159,0.001327433628318584,30427.547794117647,6611.056926445924,0.020576359311908845,187.4209486686772,74.60578571823663,1.812434316057304,483.42464215554793,80.20449139886055,-0.3964821063111898,797.0727391471743,151.48525914043918,P15,1
,18717.0,879.4340000152588,21.281869929608433,-356.1354383715339,5476.109856389754,-32768.0,32767.0,-285.0,-838.0,441.0,27025.16054923332,8323.994729728101,-18944.0,32767.0,32767.0,22625.0,32767.0,28600.281134797242,10618.950412511047,-8448.0,32767.0,32767.0,32767.0,32767.0,2145.789977026233,5050.7620201516975,0.36004701608163703,0.6398995565528663,5.342736549660736e-05,0.007266509938020945,0.9841320724475077,0.00021370946198642944,27626.78013029316,6872.742839529373,0.9336432120532137,0.0010685473099321472,31005.817567954222,5770.763060125011,0.019341739687967513,115.78711899198967,40.63464415473392,1.750748023081855,419.7244247928159,56.27361615729857,1.750748023081855,600.4892054520845,74.66793118187647,P15,2
,16203.0,761.662999868393,21.271874835458107,-228.71159661791026,6344.89564937145,-32768.0,31568.0,-240.0,-937.0,545.0,30019.847805961857,5002.061673208023,-28160.0,32767.0,32767.0,27046.0,32767.0,29637.91569462445,7308.097493546446,-11520.0,32767.0,32767.0,32767.0,32767.0,3158.8946491390484,5507.394519324084,0.3923347528235512,0.6072949453804851,0.00037030179596371043,0.004937662017034934,0.997407887428254,0.00037030179596371043,30139.763257224182,4390.275245757145,0.9867925692772943,0.0012343393198790348,30085.174307336292,6232.040467512834,0.04419207505246266,144.62734536024644,52.20787557091717,2.022404641402296,386.79176290042494,30.15214171089989,1.4445747438587828,488.425544555419,68.029564251327,P16,1
,18504.0,870.3800001144409,21.258530753885836,-2651.43163640294,8685.511621467636,-32768.0,17282.0,-274.0,-941.0,743.0,29129.77134673584,5672.610451941047,0.0,32767.0,32767.0,24445.0,32767.0,30302.118677042803,5206.193461544075,0.0,32767.0,32767.0,31467.0,32767.0,3691.1467250324254,8297.206620510915,0.4225572849113705,0.577388672719412,5.404236921746649e-05,0.006863751824028536,0.9999459576307825,5.404236921746649e-05,29131.34567367454,5668.719976686424,0.9999459576307825,5.404236921746649e-05,30303.75636383289,5201.565837843041,-0.03783170296708642,131.09570534659164,42.81997513916662,1.3211371129006106,294.47659058211883,29.543155164027453,1.7709020158893152,277.40893638051256,21.362751986164405,P16,2
,11242.0,528.5069999694824,21.26934931921259,1040.3088418430884,5574.66597477109,-28988.0,32767.0,429.0,-719.0,1012.0,31461.198096424123,5063.556364157625,-31488.0,32767.0,32767.0,32767.0,32767.0,31709.85723180929,5070.477394889437,-8448.0,32767.0,32767.0,32767.0,32767.0,2733.076498843622,4968.846553090175,0.6193737769080235,0.3800925102294965,0.0005337128624799857,0.010942087002935683,0.9939512542252268,0.0006226650062266501,31731.239395024164,3625.1263042699134,0.9922611634940403,0.000889521437466643,31996.297176154192,3905.4389897120604,0.029890579129970642,244.45837437585934,100.34783382261365,2.9149541855706786,500.3394597778413,74.34685526198737,2.2441063962280934,445.1182001402337,35.639889689529404,P17,1
,10887.0,511.70300006866455,21.27405936361371,-181.37292183337925,4944.565177293051,-19717.0,27768.0,233.0,-989.0,699.0,21910.78662625149,10641.393364130818,-11776.0,32767.0,23145.0,13784.0,32767.0,26145.160007348215,14003.84050486722,-32000.0,32767.0,32767.0,32767.0,32767.0,2414.3781574354734,4318.842326616235,0.5582805180490493,0.44162762928263066,9.18526683200147e-05,0.011115193826933677,0.9800679709745568,0.0045007807476807205,22407.30702905342,10144.838930592432,0.8606595021585377,0.002020758703040323,31381.753361792955,5332.671408678481,0.005787249678486129,232.3161713605017,90.00266397207422,3.0100128605548413,714.7480836400429,112.21192357155981,3.0100128605548413,927.3626036609433,145.4143854492008,P17,2
,16206.0,763.2799999713898,21.230741013268286,-31.431877082562014,5611.9826970133045,-21382.0,32767.0,-372.0,-1034.0,979.0,30752.349623596197,4861.86835447804,-1536.0,32767.0,32767.0,32767.0,32767.0,19802.999691472294,22473.04385064872,-32768.0,32767.0,32767.0,14304.0,32767.0,2956.8545600394914,4769.942228711719,0.45045045045045046,0.5494878440083919,6.170554115759595e-05,0.007466831224930577,0.9973466617302233,0.0006170554115759595,30835.509373259916,4592.78405900945,0.8050104899419968,0.0007404664938911515,30241.333512187644,6594.714347513612,0.001357605677260105,173.29238489192883,68.3227398950941,2.0220302375809935,473.5467224164225,69.73940141931503,0.7061400802221537,1043.342276943822,174.96371490280777,P18,1
,18569.0,873.5609998703003,21.255527665219528,-459.4217782325381,4187.76607219898,-32768.0,19519.0,-168.0,-1158.0,705.0,28537.749313371747,6185.66977756002,-19968.0,32767.0,32767.0,25226.0,32767.0,27635.14098766762,14665.537516233067,-32768.0,32767.0,32767.0,32767.0,32767.0,2045.636652485325,3682.9096828165434,0.4658301470192256,0.5339544401960257,0.00021541278474877484,0.008239982766049116,0.9982228445258227,0.00026926598093596855,28605.197831247304,5973.057636151893,0.926059561634983,0.0018310086703645862,31504.64788322866,4513.621626575342,0.006193451098664369,154.42123259807454,57.56640456699699,1.764702714347264,437.5918532853733,82.48185049547608,1.764702714347264,772.7409865690339,95.20610728134425,P18,2
,20447.0,958.3669998645782,21.334207044784634,1400.9533427886731,9558.920748031327,-32768.0,32767.0,49.0,-929.0,1294.0,31108.70386853817,3178.5411272707256,0.0,32767.0,32767.0,30687.0,32767.0,27377.675404704845,11564.512152207855,-32768.0,32767.0,32767.0,29646.0,32767.0,4973.572700151612,8282.46404955199,0.5103438157186874,0.4894116496307527,0.00024453465055998433,0.004597476278978774,0.99975546534944,0.00024453465055998433,31116.31288523628,3141.4694525863874,0.9428277986990756,0.004108182129407737,29473.276532835356,7911.917164191658,-0.2704685513058789,190.0965413061898,74.82373080309107,1.6026117578010368,296.62436415766723,37.698278391861486,1.2083537122175487,689.0614278108608,144.50063582118753,P19,1
,16921.0,792.654000043869,21.346009733204617,-869.9858164411087,4766.9059581246365,-32768.0,20265.0,-351.0,-790.0,449.0,29376.500679628865,6692.054008217529,-512.0,32767.0,32767.0,28346.0,32767.0,30989.870456828794,6310.95311708367,-32768.0,32767.0,32767.0,32767.0,32767.0,1536.7363630991076,4595.509665395318,0.38106494888008985,0.6184622658235329,0.00047278529637728267,0.0047872340425531915,0.9975178771940193,0.00177294486141481,29449.810533799395,6536.799901124109,0.9893623308315111,0.0009455705927545653,31444.59888895526,4450.059020068635,-0.007269503546099291,59.460883751953276,16.887884160756503,1.9365839243498817,374.2487427516819,66.33362884160756,1.9365839243498817,368.8475058372033,57.87925531914894,P19,2
,13051.0,614.106999874115,21.250368425494422,2232.420044441039,6518.985572592136,-14446.0,31810.0,218.0,-713.0,2516.0,27971.292314765153,9748.928864953907,-12288.0,32767.0,32767.0,29646.0,32767.0,30351.097233928434,7295.2126453587,-11264.0,32767.0,32767.0,32767.0,32767.0,3663.254310014558,5836.217954347346,0.5912956861543177,0.4086276913646464,7.662248103593594e-05,0.010268199233716475,0.9715730595356677,0.0015324496207187188,28937.21829652997,8044.219418912076,0.9755574285495364,0.0009960922534671672,31214.992931196983,4880.566372851159,-0.31272030651341,325.02848360751625,115.83272030651341,2.5108812260536397,1048.9344195285219,204.6262835249042,2.5108812260536397,949.0341184212377,170.011877394636,P2,1
,12970.0,609.0500001907349,21.293818234855145,-826.6090979182729,5152.766237312343,-32768.0,32767.0,-372.0,-1245.0,699.0,22777.750269853506,15136.151707188208,-32768.0,32767.0,32767.0,14304.0,32767.0,29404.06900539707,9789.161811294834,-32768.0,32767.0,32767.0,32767.0,32767.0,2417.9190439475715,4624.710801127237,0.4161912104857363,0.5837316885119507,7.710100231303006e-05,0.01272264631043257,0.8740169622205088,0.002158828064764842,27298.87623500353,9399.820554364227,0.9619892058596762,0.0010023130300693909,31018.60695680051,5301.7101280020015,-0.20032384917881102,245.92104824041476,104.02066466188603,2.5265633433572363,1659.5300499442985,288.4621019353844,1.042717248824119,1076.3038151044564,176.54722800524328,P2,2
,10037.0,472.7079999446869,21.230865568541986,788.5231642921192,7158.560929393632,-30835.0,32767.0,-117.0,-747.0,553.0,29910.7772242702,5743.185066369794,0.0,32767.0,32767.0,30427.0,32767.0,27221.081299192985,11468.07767147979,-19200.0,32767.0,32767.0,29906.0,32767.0,3242.566404304075,6430.593011079524,0.46458105011457607,0.5353193185214705,9.963136395337252e-05,0.006875249103228378,0.9999003686360466,9.963136395337252e-05,29913.75757273814,5735.704653378051,0.9282654179535718,0.0011955763674404703,29766.251905119672,7045.143804137012,-0.03557194101235552,208.5744508431496,71.74342367477082,3.2649461937026705,457.4062709045656,58.45725388601036,3.2649461937026705,551.5505489272294,122.34944200876843,P20,1
,18902.0,888.7020001411438,21.268096613935988,-346.3738757803407,2897.7710332436027,-32768.0,22944.0,-126.5,-654.0,442.0,26165.797481747963,8609.32908648354,-1536.0,32767.0,30687.0,21845.0,32767.0,29385.42381758544,10112.678711542048,-19200.0,32767.0,32767.0,32767.0,32767.0,1101.8163686382393,2702.416051005033,0.4361972278065813,0.5632208231933129,0.0005819490001058089,0.010158192688217554,0.9861919373611258,0.0017458470003174267,26538.96679362695,8066.605872946152,0.950375621627341,0.0011109935456565443,31408.870240480963,4933.407316684066,0.0060843341622136395,105.67587634730246,34.770276704936244,1.7336119782022115,421.69895790311375,57.89265118247712,1.7336119782022115,570.0513814750641,80.46722395640442,P20,2
,17190.0,807.9430000782013,21.27501568592867,302.3847585805701,7381.063750965951,-32768.0,32767.0,-318.0,-1576.0,1752.5,29751.12262943572,5194.685083571566,0.0,32767.0,32767.0,27826.0,32767.0,27983.85823152996,10876.917417452414,-11264.0,32767.0,32767.0,32767.0,32767.0,4226.13938336242,6058.98378859347,0.4665503199534613,0.5332751599767307,0.00017452006980802793,0.008901041363662808,0.999825479930192,0.00017452006980802793,29756.315703729564,5180.244836138843,0.9356020942408377,0.002385107620709715,30259.89647453833,6735.486951592656,-0.0019198324509860957,249.56196810166978,117.28599685845599,1.9062772703473152,536.3585911048177,82.14817615917157,1.9062772703473152,876.0421105808153,136.3543545290593,P21,1
,17515.0,823.5460000038147,21.266571630387222,-312.0710819297745,3773.0441394663776,-32768.0,19604.0,-183.0,-1197.0,1052.0,25416.03751070511,9390.312348343337,-2304.0,32767.0,30427.0,20285.0,32767.0,29404.71001998287,8377.04672892614,-10240.0,32767.0,32767.0,32767.0,32767.0,1864.6522980302598,3294.8933588188956,0.4746217527833286,0.5253211532971739,5.709391949757351e-05,0.015073655361425145,0.9926919783043106,0.0030259777333713957,25606.988727209984,9156.084535646985,0.9840137025406794,0.002340850699400514,29924.439802727007,7369.8138526730545,0.023409843553728445,152.15136370963194,74.310266072856,1.8709032773780976,628.0443442640128,104.55412812607057,0.32671006052301016,741.5428944135122,91.44844124700239,P21,2
,18162.0,853.4139997959137,21.28041021631124,1846.6475057813016,6705.108130680769,-32768.0,31451.0,284.0,-418.0,901.0,29556.877161105604,5168.771669620963,0.0,32767.0,32767.0,27046.0,32767.0,29581.321880850126,7802.786338030148,-3584.0,32767.0,32767.0,32767.0,32767.0,3091.583195683295,6229.823063209606,0.5974562272877436,0.40248871269683956,5.506001541680432e-05,0.006222124332360553,0.9999449399845832,5.506001541680432e-05,29558.504652827487,5164.258458525815,0.989043056932056,0.003854201079176302,29924.26832934365,7127.827578083659,-0.027256208358570563,156.54912212016276,56.52051098507791,1.8042508672429933,350.37142398522496,50.91806618578272,0.0,349.31544498593394,82.03347833269093,P22,1
,16961.0,797.5780000686646,21.264377902274,-377.4605860503508,3639.9547489292786,-32768.0,10417.0,16.0,-543.0,724.0,22708.037733624198,11889.381141597909,-16384.0,32767.0,27826.0,13003.0,32767.0,30138.40545958375,7154.8044770165925,-17408.0,32767.0,32767.0,32767.0,32767.0,1309.4878250103177,3417.1609128667064,0.5065149460527092,0.4933671363716762,0.00011791757561464536,0.0076650943396226415,0.9640351394375332,0.0021225163610636166,23792.98856339062,10616.262775110015,0.9886209539531867,0.0004127115146512588,30584.444119751908,5836.989926826216,-0.04204009433962264,70.81878407869753,26.678478773584906,1.9320165094339623,575.7153427975411,105.37505896226415,0.9507075471698113,465.68923197536066,63.310966981132076,P22,2
,16690.0,781.1299998760223,21.365201698371344,1082.3601557819054,6047.708498082338,-32768.0,32767.0,49.0,-501.0,777.0,29965.539544637508,5114.53408252113,0.0,32767.0,32767.0,28606.0,32767.0,30805.38550029958,5641.7289654797805,-7936.0,32767.0,32767.0,32767.0,32767.0,2777.4922109047334,5480.129433048556,0.5319352905931696,0.46800479328939487,5.9916117435590176e-05,0.009107795553957698,0.9999400838825644,5.9916117435590176e-05,29967.335071004854,5109.424541785346,0.9892750149790294,0.0001797483523067705,31180.938525831265,4357.540110232256,-0.03571214572472886,193.92453880076624,76.02912097788963,1.9633890586613938,448.24424443406673,104.92965426328719,1.5115345437114267,434.4886295716055,99.30361315836778,P23,1
,18189.0,852.5309998989105,21.33412157699445,-517.1273846830502,4566.050052527269,-32768.0,12074.0,38.0,-626.0,579.0,23487.147781626256,14952.92982867972,-32768.0,32767.0,32767.0,17164.0,32767.0,28060.793886414867,11160.178321954143,-29952.0,32767.0,32767.0,32767.0,32767.0,1565.7831656495684,4320.2496331047605,0.528891088020232,0.471108911979768,0.0,0.010831317352100286,0.8954313046346694,0.0014844136566056407,27533.041259900536,9220.580365801548,0.925834295453296,0.0008246742536698004,30809.498574821853,5599.868452963586,0.06856168902573125,100.6565180846296,38.81663734330328,0.0,1116.5616684374384,324.73685946778096,-0.21112821640642182,962.8112521814593,227.6601055641082,P23,2
,20787.0,973.4370000362396,21.35320518865234,3890.054120363689,9653.905079200242,-32768.0,32767.0,718.0,-687.0,6243.0,30255.321499013808,5000.780539905216,-27392.0,32767.0,32767.0,29646.0,32767.0,28759.58425939289,9025.454072534592,-32768.0,32767.0,32767.0,30947.0,32767.0,6207.587578775196,8354.415646195888,0.6467022658392264,0.3532496271708279,4.8106989945639104e-05,0.007649379389974021,0.9971616875932073,0.000481069899456391,30349.406020841376,4680.889485336648,0.97440708134892,0.0016356376581517294,29698.031992100718,6928.522855147133,0.014673337823535072,211.2389064887874,105.76055999230252,1.5763975752910613,544.7475188460942,96.92615221783893,0.037573366689117677,802.9990783634528,223.93038583662081,P24,1
,17685.0,827.3129999637604,21.375223163149414,-569.6893977947414,4404.959932489076,-32768.0,14439.0,76.0,-674.0,639.0,23419.48289510885,10791.060082774122,-32768.0,32767.0,28606.0,14564.0,32767.0,28697.172236358496,9944.199517204115,-32768.0,32767.0,32767.0,32767.0,32767.0,1654.390896239751,4122.0393956430025,0.5475826972010178,0.45219112242013004,0.00022618037885213457,0.013628138430219407,0.981679389312977,0.0009047215154085383,23975.783134612062,10044.095290705513,0.9617189708792763,0.0011874469889737065,30244.66527516463,6066.395218277863,-0.0025446731508708435,104.52807553616142,50.06972404433386,1.8529178918796652,664.4358579266845,185.72025559828094,0.0,943.1327483564512,225.24847319610947,P24,2
,17858.0,837.585000038147,21.31962726073977,937.257363646545,6180.272749345976,-32768.0,30277.0,181.0,-214.0,1081.25,26930.254563780938,7115.148168646666,0.0,32767.0,31467.0,22365.0,32767.0,28063.18619106283,9857.574099924825,-14080.0,32767.0,32767.0,32767.0,32767.0,2914.3847015343263,5529.971467691385,0.6120506215701647,0.3876693918691903,0.00027998656064508903,0.008736069888559109,0.9997200134393549,0.00027998656064508903,26937.796784854087,7101.8547595663495,0.9594019487064621,0.007111658640385261,29351.58086733205,7747.2089606921345,0.18816150529204234,166.572035220425,65.07117656941256,1.8349666797334379,451.99742215368684,74.91028728229826,0.45147561180489443,663.7406415585206,146.02956823654588,P25,1
,17273.0,811.5160000324249,21.283622256751414,-297.2137439935159,3289.6857089419714,-32768.0,10998.0,23.0,-380.0,526.0,20643.363978463498,14053.639377014379,-32768.0,32767.0,23665.0,15084.0,32767.0,29039.253111792972,8096.0499110911,-9216.0,32767.0,32767.0,32767.0,32767.0,1054.0745093498524,3130.3825647953245,0.5200602095756383,0.4798818966016326,5.7893822729114805e-05,0.009958314034275127,0.9078330342152492,0.0018526023273316738,24094.081372361456,8865.474835855392,0.9894633242633011,0.0003473629363746888,29406.396056403955,7307.128481675605,0.022985178323297824,101.26840201682133,30.315365910143584,1.8971167207040296,672.903447693336,118.21323529411765,0.6625173691523853,628.4972858655038,115.16946503010654,P25,2
,17476.0,822.789999961853,21.23871218756936,-721.7592126344701,6902.590333956041,-32768.0,32767.0,-215.0,-1047.0,782.0,30854.041771572443,4334.442014782229,0.0,32767.0,32767.0,31727.0,32767.0,29011.021915770198,9434.429724942098,-32768.0,32767.0,32767.0,32767.0,32767.0,3660.052758068208,5896.668846696702,0.4327077134355688,0.5670634012359808,0.00022888532845044633,0.00709585121602289,0.9997711146715496,0.00022888532845044633,30861.105425824175,4309.721167639529,0.9705882352941176,0.001373311970702678,30187.150277089964,6520.086955322047,-0.020200286123032905,190.97482983143206,77.89945636623749,1.8750786838340487,433.04199575620044,56.84618025751073,1.8750786838340487,789.5027160276142,110.1760801144492,P26,1
