feature_dropped,feature_kept,corr_value,between_class_var_dropped,between_class_var_kept
city_brake_q25_mean_over_windows,city_brake_q25_std_over_windows,-0.921489903005981,0.1310426025555936,0.1476136347453014
city_steer_neg_ratio_mean_over_windows,city_steer_pos_ratio_mean_over_windows,-0.9999984203724582,0.119948482363872,0.1201194993375904
city_steer_zero_ratio_mean_over_windows,city_steer_zero_ratio_std_over_windows,0.971661621715976,0.117906310337562,0.2149235253025122
city_throttle_active_ratio_std_over_windows,city_throttle_active_ratio_mean_over_windows,-0.9586854739088617,0.0112541965256831,0.017524912647454
city_brake_zero_ratio_std_over_windows,city_brake_zero_ratio_mean_over_windows,0.9181515523982323,0.0532178650180635,0.1145078832225206
city_steer_diff_mean_std_over_windows,city_steer_diff_mean_mean_over_windows,-0.9052061486935608,0.0409968709616464,0.0995678003093961
city_steer_diff_abs_mean_mean_over_windows,city_steer_diff_std_mean_over_windows,0.9209430120198743,0.1121517961817156,0.1348140161837675
city_steer_diff_abs_mean_std_over_windows,city_steer_diff_std_std_over_windows,0.9240739029415123,0.1719361395057684,0.224626344776971
city_throttle_diff_mean_std_over_windows,city_throttle_diff_mean_mean_over_windows,0.9988644981589795,0.0767934762201546,0.0813619908286998
city_throttle_diff_mean_mean_over_windows,city_throttle_diff_std_std_over_windows,0.9277847314237222,0.0813619908286998,0.1142801957758259
city_throttle_diff_abs_mean_std_over_windows,city_throttle_diff_std_std_over_windows,0.903426220518966,0.0712182763161091,0.1142801957758259
city_throttle_diff_std_std_over_windows,highway_brake_median_mean_over_windows,-0.9284168556511387,0.1142801957758259,0.1469843527053102
city_brake_diff_mean_std_over_windows,city_brake_diff_mean_mean_over_windows,-0.9894536528510738,0.0304071354029455,0.0358845585463863
highway_n_samples_mean_over_windows,highway_n_samples_std_over_windows,-0.9916969576926175,0.0994350367008447,0.1401064884611292
highway_duration_sec_mean_over_windows,highway_n_samples_std_over_windows,-0.9917980568301613,0.0988503206591177,0.1401064884611292
highway_n_samples_std_over_windows,highway_duration_sec_std_over_windows,0.9999980930374291,0.1401064884611292,0.1405172612339267
highway_sampling_rate_hz_std_over_windows,highway_brake_diff_mean_mean_over_windows,-0.9666922593820703,0.0810533563417564,0.1395413331119703
highway_steer_abs_mean_mean_over_windows,highway_steer_std_mean_over_windows,0.919289473433698,0.0420218152098736,0.1069243972723274
highway_steer_abs_std_mean_over_windows,highway_steer_std_mean_over_windows,0.9958439500735706,0.1040928577854376,0.1069243972723274
highway_steer_abs_std_std_over_windows,highway_steer_std_std_over_windows,0.9950963319351597,0.0568972814867151,0.0661119648689201
highway_steer_q25_std_over_windows,highway_steer_q25_mean_over_windows,-0.9734543944745794,0.014944806962139,0.0251093618271086
highway_throttle_mean_mean_over_windows,highway_throttle_std_mean_over_windows,-0.9584996035210525,0.0107286470187645,0.0186642391176338
highway_throttle_q25_mean_over_windows,highway_throttle_std_mean_over_windows,-0.9641814309778832,0.0157215027679218,0.0186642391176338
highway_throttle_std_mean_over_windows,highway_throttle_active_ratio_mean_over_windows,-0.9386610637963463,0.0186642391176338,0.025374702524517
highway_throttle_q75_mean_over_windows,highway_throttle_q75_std_over_windows,-0.9839142022886901,0.0536893255040234,0.0543865946153391
highway_brake_q75_mean_over_windows,highway_brake_mean_std_over_windows,-0.9179991980121536,0.2164717243024338,0.2513590675625482
highway_brake_q75_std_over_windows,highway_brake_mean_std_over_windows,0.9179991980121536,0.2164717243024339,0.2513590675625482
highway_brake_max_std_over_windows,highway_brake_max_mean_over_windows,-1.0,0.1566174673015941,0.1566174673015941
highway_brake_median_mean_over_windows,highway_brake_median_std_over_windows,-1.0000000000000002,0.1469843527053102,0.1469843527053103
highway_brake_diff_mean_std_over_windows,highway_brake_median_std_over_windows,0.9100740641665735,0.1169027765681957,0.1469843527053103
highway_brake_q25_mean_over_windows,highway_brake_q25_std_over_windows,-0.9750008447990974,0.0850995526878687,0.1152955481817017
highway_steer_pos_ratio_mean_over_windows,highway_steer_neg_ratio_mean_over_windows,-0.9999974106516067,0.0874620297712321,0.0877117532244867
highway_steer_neg_ratio_std_over_windows,highway_steer_pos_ratio_std_over_windows,0.9999965613989726,0.2054936333330027,0.2056459113429572
highway_steer_zero_ratio_std_over_windows,highway_steer_zero_ratio_mean_over_windows,0.9977088310860965,0.0331138727846613,0.0345004791539632
highway_throttle_zero_ratio_mean_over_windows,highway_throttle_zero_ratio_std_over_windows,0.9607471849478139,0.033375513053481,0.0713195956681728
highway_brake_active_ratio_mean_over_windows,highway_brake_active_ratio_std_over_windows,-0.9151378239802489,0.1875206438119234,0.1890467308998183
highway_brake_diff_mean_mean_over_windows,highway_brake_active_ratio_std_over_windows,-0.9393688125781368,0.1395413331119703,0.1890467308998183
highway_brake_zero_ratio_mean_over_windows,highway_brake_zero_ratio_std_over_windows,0.9685377387638353,0.0188379250619962,0.042307113446777
highway_steer_diff_abs_mean_mean_over_windows,highway_steer_diff_std_mean_over_windows,0.9658502408942276,0.06387656223713,0.0670724227780456
highway_throttle_diff_mean_mean_over_windows,highway_throttle_diff_mean_std_over_windows,0.9940323273045157,0.0478743928932174,0.0721482005763101
