,city_duration_sec_mean_over_windows,city_sampling_rate_hz_std_over_windows,city_steer_mean_mean_over_windows,city_steer_mean_std_over_windows,city_steer_min_mean_over_windows,city_steer_min_std_over_windows,city_steer_max_mean_over_windows,city_steer_max_std_over_windows,city_steer_median_mean_over_windows,city_steer_median_std_over_windows,city_steer_q25_std_over_windows,city_steer_q75_std_over_windows,city_throttle_std_std_over_windows,city_throttle_min_mean_over_windows,city_throttle_min_std_over_windows,city_throttle_median_mean_over_windows,city_throttle_q25_mean_over_windows,city_throttle_q25_std_over_windows,city_throttle_q75_mean_over_windows,city_brake_std_std_over_windows,city_brake_min_mean_over_windows,city_brake_min_std_over_windows,city_brake_median_mean_over_windows,city_brake_q25_std_over_windows,city_brake_q75_mean_over_windows,city_steer_abs_mean_mean_over_windows,city_steer_abs_std_mean_over_windows,city_steer_pos_ratio_mean_over_windows,city_steer_neg_ratio_std_over_windows,city_steer_zero_ratio_std_over_windows,city_steer_signchange_rate_mean_over_windows,city_steer_signchange_rate_std_over_windows,city_throttle_active_ratio_mean_over_windows,city_throttle_zero_ratio_std_over_windows,city_throttle_active_mean_std_over_windows,city_throttle_active_std_mean_over_windows,city_throttle_active_std_std_over_windows,city_brake_active_ratio_mean_over_windows,city_brake_active_ratio_std_over_windows,city_brake_zero_ratio_mean_over_windows,city_brake_active_mean_mean_over_windows,city_brake_active_mean_std_over_windows,city_brake_active_std_mean_over_windows,city_brake_active_std_std_over_windows,city_steer_diff_mean_mean_over_windows,city_steer_diff_mean_std_over_windows,city_steer_diff_std_mean_over_windows,city_steer_diff_std_std_over_windows,city_steer_diff_abs_mean_mean_over_windows,city_throttle_diff_std_mean_over_windows,city_throttle_diff_std_std_over_windows,city_throttle_diff_abs_mean_std_over_windows,city_brake_diff_mean_std_over_windows,city_brake_diff_std_mean_over_windows,city_brake_diff_abs_mean_std_over_windows,highway_n_samples_std_over_windows,highway_sampling_rate_hz_mean_over_windows,highway_sampling_rate_hz_std_over_windows,highway_steer_std_mean_over_windows,highway_steer_min_mean_over_windows,highway_steer_min_std_over_windows,highway_steer_max_mean_over_windows,highway_steer_max_std_over_windows,highway_steer_median_mean_over_windows,highway_steer_q75_mean_over_windows,highway_steer_q75_std_over_windows,highway_throttle_mean_std_over_windows,highway_throttle_std_mean_over_windows,highway_throttle_std_std_over_windows,highway_throttle_min_std_over_windows,highway_throttle_median_std_over_windows,highway_throttle_q25_std_over_windows,highway_throttle_q75_mean_over_windows,highway_brake_mean_mean_over_windows,highway_brake_mean_std_over_windows,highway_brake_std_mean_over_windows,highway_brake_std_std_over_windows,highway_brake_min_mean_over_windows,highway_brake_min_std_over_windows,highway_brake_max_mean_over_windows,highway_brake_median_std_over_windows,highway_brake_q25_mean_over_windows,highway_brake_q25_std_over_windows,highway_brake_q75_mean_over_windows,highway_steer_abs_mean_std_over_windows,highway_steer_abs_std_std_over_windows,highway_steer_neg_ratio_mean_over_windows,highway_steer_zero_ratio_mean_over_windows,highway_steer_signchange_rate_std_over_windows,highway_throttle_active_ratio_std_over_windows,highway_throttle_zero_ratio_std_over_windows,highway_throttle_active_mean_mean_over_windows,highway_throttle_active_mean_std_over_windows,highway_throttle_active_std_mean_over_windows,highway_throttle_active_std_std_over_windows,highway_brake_active_ratio_mean_over_windows,highway_brake_active_ratio_std_over_windows,highway_brake_zero_ratio_std_over_windows,highway_brake_active_mean_mean_over_windows,highway_brake_active_std_mean_over_windows,highway_brake_active_std_std_over_windows,highway_steer_diff_std_std_over_windows,highway_steer_diff_abs_mean_mean_over_windows,highway_throttle_diff_mean_std_over_windows,highway_throttle_diff_std_std_over_windows,highway_throttle_diff_abs_mean_mean_over_windows,highway_brake_diff_mean_mean_over_windows,highway_brake_diff_mean_std_over_windows,highway_brake_diff_std_std_over_windows,highway_brake_diff_abs_mean_mean_over_windows,highway_brake_diff_abs_mean_std_over_windows
city_brake_q75_mean_over_windows,-0.17156126277470002,0.13411294129663734,0.2641910173364249,0.13808172230767324,0.1397552576691884,0.03616920668659302,0.3177092296555232,-0.0886857159145786,0.13975890341956662,0.00024670673285862304,-0.35324392920844655,0.17299298583983438,-0.12030217443449523,-0.1459820160735637,0.05440679749165387,-0.14321069049935636,-0.17385828628264552,-0.0960321238515393,-0.04347826086956422,0.07849105656945063,-0.0980017128956173,-0.1513111309122968,0.500475841554623,0.04338613197087382,1.0,0.006981269911604304,0.19944286689746035,0.19943480633424449,0.015085606187517425,-0.45635528686466803,0.2642248665393084,0.028785039678705517,-0.10388210049317827,-0.06565089813174743,-0.05216345501123564,0.1075308085581463,-0.3037048866134223,-0.14028549290428324,0.12735024415959253,0.11188562237686356,0.25050240282736436,-0.2798104954582764,0.05544857501794935,0.16260408487651684,-0.0024867845597595652,0.24196356732824176,0.1759489888248171,-0.0024606993093893178,0.23550316389732814,0.21050404017866495,0.06800149582659236,0.16814846082660673,0.09363984857987398,0.17000384093802753,0.08240689412994114,0.29407861781565203,-0.051393136140993015,0.08891414866132748,0.2090686268649708,-0.1569247249409638,0.14124150479938255,0.22670815019391213,0.18187277106004746,0.06173982834162246,0.14246676338612144,0.03686191527203112,-0.018531932269731904,-0.07753362517880814,-0.002589221332222704,0.06725581510150312,-0.13252708591942275,-0.1035253111536808,0.00042107464219965984,0.02415258067942394,0.08916269869241866,-0.09777304580540082,-0.1647087927148163,0.0030415309851668155,-0.12079600628028704,-0.05835004327362969,0.1317283069282972,0.14021373651717428,0.06544980905268241,-0.10355284036861985,0.1735225969151176,0.28944046843928295,-0.3622338378071568,0.12941241721886296,-0.773658378612744,-0.20203170306661203,0.08613493051970827,-0.010962894271848834,0.06208693575565605,-0.10267924664650818,0.044557159892866446,-0.09643340425243795,0.0807505053360893,-0.2693320314693876,0.12253052418965343,-0.30304580430786615,-0.17380633749237487,0.15377511687303008,0.1610528460684227,0.010274054651491856,0.013951434882823374,0.13732575820251272,-0.04790535882006221,0.08680292529912582,-0.23861006412599892,0.05185010902888963,-0.15658877351927758
city_steer_abs_mean_mean_over_windows,0.0622839589885499,-0.015951441093861592,0.5013918468454632,0.4504176682447836,-0.03289070280816209,-0.09814582531188958,0.5927219185223477,-0.5341970092381632,0.14950891389842916,0.6399956412372539,0.12314492076565091,0.7351434202338174,0.20170038115687175,0.15402789931602007,0.2641712917273382,0.3190899405228178,0.34269044389700987,-0.1910256832676894,0.19059613043797596,0.02041098331826127,-0.1650251082293818,0.29115572377582205,-0.5302739017356425,-0.07469901143372545,0.006981269911604304,1.0,0.7957105947600219,0.09780447930847239,0.09297837255790238,-0.07545734691600518,-0.3069233681143114,-0.10987231112647532,-0.030016290566276877,-0.09271177479418449,-0.11952147725224384,-0.20468473598911074,0.3247592399723042,0.11305025778243809,-0.08725625883227972,0.04147736369669479,-0.042084269072906064,0.28141105932849064,-0.05996403299043115,0.1626491503813123,-0.3382593926144457,0.23080077968784884,0.3156800638778111,0.1375448711105161,0.40384489845328014,0.09773100760995299,0.3118214747351269,0.28496101154644166,0.010160115162880764,0.10174039875774014,0.41966551434277694,-0.3524827342452578,0.5425525209290236,0.1029371609870051,-0.17453055129208225,0.1806726284527614,-0.07932972698045433,-0.14646656579791462,-0.008419946758715716,-0.13778967110144713,-0.22647679809101337,0.049399809563484325,-0.1695731582999207,-0.2164372294157958,-0.063985881419787,0.12221051895563,-0.11126552255051506,-0.2549837528489522,0.21193977273562517,0.10929464742937135,0.039041041910229515,-0.22978601289741257,-0.09007895034377536,-0.0033977891481862406,0.2234330757837191,-0.3594504641229346,0.0764626447903314,0.05578016096123696,-0.13045595130223797,-0.20653963331784886,0.03871827719914273,0.09337509397689975,0.32110677823421224,0.21889302136967215,0.12983430134198903,-0.27032412356425634,-0.2080706732396772,0.16672312689706634,0.2529321200550423,-0.2324936729946869,0.26139740491800023,0.16477567911369506,-0.1257115562165524,-0.141211531478259,-0.06121107624859127,-0.1983530101381437,0.09062853148052205,-0.13747757922326534,-0.10271363100912187,-0.1470618645349449,0.11424989420415231,0.008497385406273782,-0.12871255622415828,0.0383611803150138,0.002952954389652795,0.08475121816534069,0.2413201821353645
city_steer_abs_std_mean_over_windows,0.14904755196716443,-0.19003266066767133,0.675353928138577,0.1321503986352267,-0.01992677041304281,-0.06499473204374753,0.8676527791022396,-0.6960107363350401,0.18526664403071605,0.26357152934393746,-0.29281923803294785,0.6295417872073089,-0.11045846376751046,0.17227743609195592,0.0457698769116336,0.18039389199872163,0.026542886917317206,-0.11728881245868215,0.18881886510792395,-0.0015423822992258434,-0.15080940166185422,0.0005500672486652237,-0.24124164967502154,0.018134909416672,0.19944286689746035,0.7957105947600219,1.0,0.23083561164345198,-0.2650542919799413,-0.2788786983437406,-0.12235475441752443,-0.14365215875098575,-0.03826015516582914,-0.11157679787869978,-0.23921724873903394,-0.07657085384987887,0.009784885690329186,0.04051827278425617,0.09534640072693625,0.2216270384831598,-0.09386815550438989,0.09265530522670659,0.15761421500655567,0.16320218964818506,-0.35752814480110284,0.27489325200596937,0.45104186282896286,-0.0775331485947648,0.35593676496644416,-0.005106551853397653,0.03300074577149479,0.04639208682272669,0.03196945027388483,0.0505752357297081,0.3859048870984961,-0.27226278356168215,0.5339218926154854,-0.15441438392604398,-0.16628811000717195,0.18752060712442928,0.20146058573387157,-0.07220034029618502,0.15759299816359706,-0.004688015525500504,-0.1350872953865761,0.11544637131516011,-0.0770174674453632,-0.19332925848399554,0.038074253678380014,0.07102779828806,-0.09255486650249156,-0.12737262981654543,0.2439975057889698,0.26529466213091063,-0.19626423117784594,-0.2713280668894188,-0.1459833499502707,0.049976929165138205,0.27499364324490594,-0.2585026941362822,-0.07189733062225254,0.212137174383544,-0.2102094099949922,0.053308897591510425,0.02090865994612178,0.22489290573464915,0.2761890332573047,0.25084326732381995,-0.11424794093869729,-0.17112127714222608,-0.13209093452658438,0.11663888888036177,0.3133247601690243,-0.19146082186839306,0.3500962674939188,0.32011544528018676,-0.3129663599707269,-0.26669158174739566,-0.0038174329775811575,-0.17871182390291407,0.10825708071891348,0.005339690845627987,-0.26347645860579955,-0.07810569258371107,0.03462643867776567,-0.051628000794934924,0.05314279529127817,-0.18480183866686814,-0.10095410758467571,-0.05826157538967048,-0.0028293292428669785
city_steer_pos_ratio_mean_over_windows,-0.012684770118179454,-0.1991812926572309,0.7154480677879183,-0.11723033463900759,0.24805714069362952,-0.13590867660000794,0.38480492151017964,-0.09992123944065176,0.7407068396918255,-0.089129135950607,-0.6327848558042648,0.4446556171404794,-0.08198642687494669,-0.14500843771826158,0.15403524730024834,-0.004614381250833135,-0.2726965834314261,-0.04537234999771591,0.1967078501728621,-0.24943793262931097,-0.052997422990166576,-0.17070268939279137,-0.03415521623429119,0.005056805318365299,0.19943480633424449,0.09780447930847239,0.23083561164345198,1.0,-0.5106659791592744,-0.15351420053539078,0.5403955551405047,0.41292425461920496,-0.12146050378550427,0.08569339618555803,-0.36159399453471763,0.12758264509254527,-0.23133665483557755,0.16311923606434225,-0.18641770893479714,0.2736690551040043,-0.11939228101542801,0.24094125707747416,0.09560993224068329,0.20783015483560807,0.036808199743687306,0.10988380045805561,0.24117682961504114,0.1784805555659648,0.42226401306194705,-0.006239665935827738,-0.3402872542886155,-0.03801046401294941,0.21406114540400728,0.04693316924085682,-0.10165461059327126,-0.07721030124918546,0.39839673395622294,-0.30067995160398736,0.1343502454938345,0.008438750777669191,0.015739831897587046,0.3272018630085446,0.3639298815690935,0.44252396403510663,0.3093484709382824,0.17430993309282472,0.4291001975985858,0.22767171693346108,0.05285633030123857,-0.05763264127389618,0.46936846021298473,0.27987939235046994,-0.3860843591210946,-0.12030115696973741,-0.3549825973241438,0.29916500522506595,-0.3772849296866534,-0.3345476959260373,-0.24724346693571586,0.007419327888139547,-0.1671441147940797,0.043309548920896834,-0.12579427618118505,0.21246151367751412,-0.04873271267640616,0.16527940332555308,-0.49277806213441017,-0.007405963994758485,0.07930370216584413,0.20996405974046187,0.20404712570519493,-0.5323673352707976,0.6194163691464245,0.4417210150481933,-0.014377953732759064,0.04811909886675975,-0.3034533499758645,-0.10281604997868042,-0.2501799238795073,0.3399224985188913,-0.33685174421346686,0.18961422226269797,0.24943750237646747,0.3710598816823646,0.028947997749529854,0.23300190221690306,0.3566464165549306,-0.33195462082604965,-0.2830944415004201,0.34081724342377545,-0.22807149572909413
city_steer_neg_ratio_std_over_windows,-0.15237648056866251,0.2638570998180266,-0.5210912325452377,0.47532838804875477,-0.11122826620797416,0.10533746999504612,-0.4724364618937313,0.22694109937018772,-0.36616293361824076,0.5407046098593128,0.6155769926778206,-0.17508566552621257,0.33756658429614694,-0.037284631630246506,0.12152184841942572,-0.016013534258162737,0.2796621723211819,0.00776682800475581,-0.14949160949502446,0.4889286671547626,-0.2446668254423415,0.3193362944124764,-0.07749208718287878,0.243553773323338,0.015085606187517425,0.09297837255790238,-0.2650542919799413,-0.5106659791592744,1.0,-0.14931483893341857,-0.2820373214637189,0.0010019315063361854,0.025895267447578134,0.07944109348029407,0.373444426340966,-0.10919818850525437,0.3939044040214498,-0.33330556713176956,0.2185487209838896,-0.1248886917547014,-0.0926414383643728,0.12575382385119793,0.1057227592570887,0.19707594022592564,-0.060630342232808485,-0.3321782437927529,-0.30314584843546905,-0.13583527728777486,-0.19139856764903068,0.134417615660605,0.4258270973819167,0.29012165606196655,0.2137821357317791,0.2801599550024924,0.3498635548957392,-0.11322196188310098,-0.09486354708425473,0.3787959327254262,-0.12494058822050885,-0.03889070207035911,-0.18372825387703778,-0.31548127437831747,-0.40193547609213226,-0.17203411373994282,-0.2666653762964884,-0.15695307263450015,-0.31653622634523904,-0.23887416448076673,-0.3230064424486434,-0.0039819743604231125,-0.19160393829402586,-0.3826092814246365,0.1711202814982621,0.1536405290193604,0.21796604055396357,-0.26388262496755976,0.2823176330542141,0.2394395358105133,0.23056171585706173,-0.02349316609881776,0.1309667107188246,0.22021724641975246,-0.08571818608939903,-0.19253858082931247,-0.11962262329967363,-0.1957500716581482,0.20360140092716641,-0.08744963398127152,-0.07238556381894397,-0.3113166738963766,-0.13966756576937567,0.18967023364281513,-0.2550078626923658,-0.3026211871172255,-0.35180832084403657,0.029090698626958796,0.19586805402871768,-0.0831920638256534,0.2693155648962803,-0.39070425981444046,0.018144183182249488,-0.2830303304161222,-0.08039705496909837,-0.08265669705757518,-0.04693527868973944,-0.117292373536091,-0.2865226209198756,0.2603468917817373,0.17720194393349273,-0.12828027356418636,0.27406003357334013
city_steer_zero_ratio_std_over_windows,0.332418510371963,-0.24938077700664374,-0.22470794716583758,-0.08869236340059355,0.011135335650194481,0.12741287777483265,-0.2651841753966267,0.17184598016278607,-0.12382361731712364,-0.07199036624851422,0.17927976113812466,-0.24838737686557968,-0.17344114759881163,0.30959868363300036,0.12441729720135457,0.07387221647548062,0.30087047294660635,-0.28802127519267684,0.07239139930670258,-0.18323479711058294,0.3868604701630081,0.07268209420494584,-0.2026774799791665,-0.3018038874216322,-0.45635528686466803,-0.07545734691600518,-0.2788786983437406,-0.15351420053539078,-0.14931483893341857,1.0,-0.3748458524719574,-0.25127599538458334,0.30285197031361405,-0.017320557046900203,-0.1826739838349244,-0.4798860497086113,-0.09701606936608674,0.3500034616996022,-0.29772621828077406,-0.0438533802893012,0.20165532478409665,0.0032477299514617514,-0.3620377217591218,-0.07255841069711151,-0.04628734625946903,-0.19561272371202526,-0.3942860517117595,-0.08783990236445324,-0.3999088245967022,-0.3874098214154878,-0.15809409685001347,-0.3745405685295236,-0.2924069638321955,-0.4441815679101158,-0.18831368227475556,-0.14743480709758958,-0.08585573162361439,0.07234271552389004,-0.013635694415684775,0.14082376821785328,-0.17229464384491075,-0.25455893235642835,-0.1479426341797839,-0.1407416364323077,-0.024787358620808757,-0.09343576412230242,-0.269949036705547,-0.2721337803672431,-0.32317531405051914,-0.3821857580217039,-0.15564460621719683,-0.29973044226665324,-0.2930450835415756,0.08199947720167504,0.14190847783744184,-0.19255065531241325,-0.12230961309818957,0.36238894984362,-0.15505502308965227,0.12641619710158553,0.08017209240269331,-0.12570331216781835,0.06851163842606936,-0.03535192656465905,0.09882067014475354,-0.00586415192392695,0.07306547059734396,-0.16400687159703137,0.2302030574363261,-0.1966087142443814,-0.16238235005727777,-0.00011813938680638197,-0.1165156218202976,-0.11956399247570444,-0.10977775636848261,-0.006469837179885917,0.013666059989785888,0.5675648503753673,-0.038804825213563744,0.015537112283707176,0.3705734164694147,-0.2534100787294447,-0.1659629492226728,-0.14657284718281993,-0.35282370534615964,-0.422376047556139,-0.007439457135212569,-0.14161202894352815,0.03572531764756305,-0.4188184688289767,-0.19362652201927524
city_steer_signchange_rate_mean_over_windows,-0.11263023031832967,-0.08133759086293245,0.15458709594986916,-0.34044653423247906,0.1781021213853569,-0.2509987481180301,0.14598474905401015,-0.10778944117646588,0.2228847301444998,-0.22597932985651584,-0.2820889563451282,-0.10168904004511065,-0.13298997233223225,-0.21746970680403852,-0.118112971093333,-0.13432466128669157,-0.40218105244960656,0.20349925751999579,-0.020892947626614273,-0.11810924459539338,-0.08230257812522948,0.14474869384468675,0.3829790201818838,-0.07495781078275554,0.2642248665393084,-0.3069233681143114,-0.12235475441752443,0.5403955551405047,-0.2820373214637189,-0.3748458524719574,1.0,0.7354231883531669,-0.26464824160304273,-0.007493003801029906,-0.07601361780463646,0.34980581285704343,-0.31333004292573585,0.09960969900728599,-0.19858579916307037,-0.1342559377505382,-0.04783736903183008,-0.01955387150310022,0.06053684353952674,0.14899404397549368,0.2844116307821709,0.02878380447050092,0.2759067428801014,0.09533692289932046,0.4161292728415006,0.21479850316674107,-0.1382206532195962,0.11064956899224501,-0.11399791917139523,0.18043417221440847,0.0771719157823798,0.428807788097478,-0.06817658518437854,-0.1432234994262048,0.3425648563955558,-0.22178086366074257,0.1702823191317282,0.6213242534379285,0.4977599661483895,0.379775334946259,0.5562323218684433,0.38221285001127575,0.5506496701638615,0.3725746389268354,0.33494429024053995,0.19210269410997427,0.4093371536642425,0.5293779762170848,-0.03661709590534334,-0.35164964231529033,-0.27452398181594123,0.4323883470306202,-0.1797327884328154,-0.47628115608421356,0.03655976704518001,0.003718248910176633,0.015541388173317265,-0.07272657604029768,-0.14402253241417,0.028056594033081594,0.003542304010736452,0.1371386899398321,-0.48983558170168034,-0.0069800522586843635,0.07968581678704778,0.36598222992780927,0.3453669223698297,-0.24522739976550348,0.47689701062548456,0.38417879495152035,0.2180287429384515,-0.11835610490920032,-0.0863552592757085,-0.06989948040480935,-0.3130131485309287,0.24657994997146218,-0.6027361094098583,0.5126527795344364,0.5477533234499133,0.6362271735897013,0.24776979749555733,0.3261087839284053,0.1803432025423403,-0.03241716487721896,0.03883537867576697,0.4482354475879688,0.0379110894521194
city_steer_signchange_rate_std_over_windows,-0.35881418170546525,0.003313144744372798,0.1147436069460297,-0.2625636315386384,0.10003985528614744,-0.19857545364196685,0.07161323917825647,0.12688010040883269,0.22206366298791175,0.0008864891333645133,-0.031724629850578084,-0.05102795402591712,0.04533508635984063,-0.09330080709436064,0.13024513789742662,0.22950825272516684,0.037937555989995916,0.11024471887687423,0.11159233510135831,0.04183883861181685,0.0488206948098942,0.28945425846107153,0.11255197631078787,-0.12079367945489505,0.028785039678705517,-0.10987231112647532,-0.14365215875098575,0.41292425461920496,0.0010019315063361854,-0.25127599538458334,0.7354231883531669,1.0,-0.18731412967562613,-0.056734595367113866,-0.07771132316791392,0.08481219675987683,-0.0883782743499287,0.15165289711879315,-0.25490733492490675,-0.17637792623952825,-0.09447355770077503,0.12344147311013696,-0.04412671838828705,0.35153908389368627,0.0944726486792273,-0.1515760281807299,0.0780144093377204,0.1501389484834026,0.34436984880184873,0.08297907409734315,0.10888129568168411,0.11958229503979607,-0.1064425670602684,0.020493129376197263,0.15522237407043862,0.31979354956311845,0.046954335993919176,0.06836507417702876,0.24309373379294333,-0.25057634943540086,0.09617517377009026,0.30840018397931235,0.31794638827227334,0.25662072073355074,0.06952996800474283,-0.08353931896170173,0.25038856649663127,0.2870013316621132,0.013416836991144895,-0.09354687643367536,0.2545027888253846,0.2759452767214975,-0.05551383080063692,-0.40657673882324336,-0.12384704573567576,0.39954159534722494,-0.11591077752893836,-0.33110216588421626,0.03092560025258476,-0.056751425535458026,0.13839763370965155,-0.18078814081020284,-0.04566677779549343,-0.019702870784348292,-0.10119368559195951,0.016262861069783162,-0.3565191793969294,-0.08016300530306213,0.08562886519573316,0.1482202973528011,0.12249394682830711,-0.1367480567342857,0.18761711765438985,0.35052710589942415,-0.15944662762417688,-0.19283034876366068,0.05529872932917915,-0.0907332920272993,-0.3199574559193783,0.31614698196454555,-0.47605162737908857,0.10083506942200843,0.3663747705170424,0.8569117504646284,0.10657181209388154,0.21448536578609823,-0.07854535223840071,0.15351916615093336,0.055326616463057504,0.46740505136258353,0.23763765430681058
city_throttle_active_ratio_mean_over_windows,0.08254640076127233,-0.4086584664311089,0.001831500643849179,0.23563215627841275,0.059749502770881466,0.5109701874679523,-0.05206914961703569,0.3660752478315879,0.010974142038945544,-0.00039520313778239373,-0.09887964420314031,-0.03879794121800235,-0.550790193594493,0.772328311106344,-0.2692938738810514,-0.11725802193550573,0.3597674416658645,-0.3832873668052472,-0.11263586340404354,0.2594488767547756,0.20816026587800218,0.10543500106228303,-0.20000449557088482,0.013423890697850748,-0.10388210049317827,-0.030016290566276877,-0.03826015516582914,-0.12146050378550427,0.025895267447578134,0.30285197031361405,-0.26464824160304273,-0.18731412967562613,1.0,-0.5867272736980381,-0.13904093177004045,-0.6748833958800954,-0.2561943531231409,0.050038895581727146,0.10940150205320821,-0.15654437329449353,0.3068283859148638,0.14632181520453402,-0.37524773480708173,0.10198906152942554,-0.03663051587248102,-0.5690975230336597,-0.6014885238935967,-0.34777537854184426,-0.6270215340305699,-0.6354927769789217,-0.11334453333886246,-0.5356757778333607,0.22496070239450053,-0.4618352026930376,-0.2351512743657667,-0.1100170656484956,0.17099992032161931,0.1818676059949721,-0.03729902698512915,0.2353978810255936,-0.01708650156943158,-0.38903591046783176,-0.15788247025966776,0.022639903551518622,0.194703607927783,0.06648215106017959,-0.4426335878435305,-0.6793191604708754,-0.4133415925392627,-0.3607237732748005,-0.6025813811857144,-0.3057293894765547,0.056662448449490414,0.36492449056691895,-0.06932210326149,-0.37637754607754764,0.08616983548000826,0.40761178121224084,0.1933176281377652,0.42794317633763296,-0.004638028534858413,-0.04192519821780342,0.0068733839078498355,0.24114684740590667,0.11962136026591716,0.1397000205733395,0.04199594995392242,-0.12604232030662033,-0.27330599630789054,-0.5561884903260469,-0.520733756140237,0.15545143709014436,0.051028546535946025,-0.3426910067120321,-0.009519982566831193,0.17138907777639265,0.04771108481618136,-0.08686632540941992,0.2627098551515328,-0.11988099442453068,0.31176621298044854,-0.40059481018736354,-0.4812728894360336,0.007636156217265856,-0.5309794644031237,-0.5666438659132059,-0.25155266245161717,0.041530910177383716,-0.09612474317428894,-0.4689449070565395,-0.3273285261109232
city_throttle_zero_ratio_std_over_windows,0.06022709897873673,0.16423043324197054,-0.1262895596473433,-0.1074264677829588,-0.14886099538459407,-0.14826540500676222,-0.16734905100707717,-0.06388609413701996,0.09592936994186588,-0.06763362216595539,-0.022046690955434156,-0.12669488077328275,0.43378981543969086,-0.4881929137233954,0.15169256428321434,-0.10656309224431076,-0.4042923112635387,0.3190934788353125,0.16099473890850988,-0.17149440407319533,-0.3843880317693407,-0.23340580399139507,-0.02463934074845557,0.23705347417375056,-0.06565089813174743,-0.09271177479418449,-0.11157679787869978,0.08569339618555803,0.07944109348029407,-0.017320557046900203,-0.007493003801029906,-0.056734595367113866,-0.5867272736980381,1.0,0.20524263606769572,0.4398937325308473,0.3333957163337568,-0.4178110325596525,0.34187440092834037,0.02611850036000097,-0.24397753469759048,-0.1614219183493017,0.36597767709365914,-0.3320564328649875,0.07313683929865314,0.16078647596635315,0.1428426496220361,-0.01907931219578901,0.1633685466379744,0.30872595305167905,-0.11587057391271677,0.1660674468354307,0.3837826620467241,0.43110598089164415,0.04225285447161602,-0.14905547762186336,-0.102960499632758,-0.1345736017878199,0.025844269484702465,0.03764682676897604,-0.08878360737529786,0.031544435407049924,0.12773593101945716,-0.00681570470736272,-0.17078091229454231,-0.12637273732910995,0.11247831226771776,0.2713570460138083,0.037717734946054765,0.05914431605610501,0.3691382891707778,-0.08801157625815514,-0.05791857892228154,-0.16875424492309452,-0.01062095201036618,0.30079199918676036,0.07522169505045675,-0.1198986134213429,-0.27138554089496014,-0.08631307530196572,-0.22146121370251906,0.01756084723961428,0.05364538807621452,0.02168162470547445,-0.06056779744347744,0.004715945078538684,0.17987174464909356,-0.09150895859592673,0.2072412760814636,0.2794080384828258,0.20631627435920435,-0.09044261562528355,-0.15435522399206375,0.08881374525622482,-0.3064604384598089,-0.19740376871347942,0.009696871235866981,0.2559207886782574,0.016929966039045653,0.1097837262172084,0.040727542487580995,0.08422554021951467,0.09654949019839489,-0.13139071160605928,0.049802381874262946,0.12537189440364774,0.2455551099367287,-0.2219056700763329,-0.04213046218468789,0.11891184979621906,0.02187566234081334
city_throttle_active_mean_std_over_windows,-0.37067769825865027,0.1535232243961522,-0.34943316715136363,0.11443446438583718,-0.0742661792078118,-0.016427100085565197,-0.3953482233957188,0.12298321479396898,-0.11433008724986979,-0.04790901647366882,0.307892475584017,-0.15120036624917804,0.3751144317854383,-0.2521075324747366,-0.039257257194769656,-0.5825753863731935,-0.2701284390528155,0.6483757393436823,-0.703641466833994,-0.16082811651805584,-0.16839193723818502,-0.22531891099856946,-0.06865016603919392,0.006807328185640748,-0.05216345501123564,-0.11952147725224384,-0.23921724873903394,-0.36159399453471763,0.373444426340966,-0.1826739838349244,-0.07601361780463646,-0.07771132316791392,-0.13904093177004045,0.20524263606769572,1.0,0.3704755169964048,0.41986633361099346,-0.14149126467956188,0.17198980105010678,-0.09654776100478597,-0.03782365711632608,0.013283523477261371,0.08215138817827213,-0.30110557834645335,0.012949587855555635,-0.024829668900000823,-0.03237251076240134,0.025126700862905006,-0.022119941617874145,0.3913262613078385,0.18177137366830837,0.27675124991689476,0.3163584937410231,0.44121147870374455,-0.0785740384665631,0.16274164346244635,-0.12741541591963668,0.01494165392672923,0.15503964538893747,-0.28059200800037754,0.037885587517028904,-0.07160557849145045,-0.10069545742511157,-0.4194258320654226,-0.3691819123715435,-0.16972787792701796,0.09343055609333051,0.21710814132079703,0.2333792853501084,0.3792245076323369,0.032258565359748526,0.12100686471877181,0.21934446452777226,0.036488422389253886,-0.009638376824124426,0.055084989277018985,0.1321085232200936,-0.16008852762603307,-0.08250971883125265,-0.10087519926432807,-0.02295706857808567,0.19081411746958693,-0.2335855154871822,-0.06100992370180307,0.17305205740283522,0.06890773300924594,0.451137858716231,-0.16260222654750348,0.042302161881542726,0.21643487638798656,0.2135475816511864,0.10096550617750416,-0.22365536413253215,0.027859317998277438,0.04361795195519026,-0.017734100991936643,0.009562728254628937,-0.07646569964095577,0.17279849540829376,-0.1459156137044638,-0.04308542545429835,0.01705182033535851,0.09353168439126884,-0.02682079800415963,0.32433560503042935,0.25223103577496947,-0.03229677573526314,0.11082000584869564,0.17390979928926872,0.14757901018542866,0.2802714073691702
