feature,between_class_var,dropped
city_n_samples_mean_over_windows,0.15968516538389238,False
city_n_samples_std_over_windows,0.13258460520154094,False
city_duration_sec_mean_over_windows,0.16395029070430028,False
city_duration_sec_std_over_windows,0.13295023957453656,False
city_sampling_rate_hz_mean_over_windows,0.000766092004914907,True
city_sampling_rate_hz_std_over_windows,0.035230545238900984,False
city_steer_mean_mean_over_windows,0.10321791278485226,False
city_steer_mean_std_over_windows,0.007939733519800776,True
city_steer_std_mean_over_windows,0.06553552717990996,False
city_steer_std_std_over_windows,0.024821699987776537,False
city_steer_min_mean_over_windows,0.07315514178506922,False
city_steer_min_std_over_windows,0.02943713459795325,False
city_steer_max_mean_over_windows,0.2643894132227235,False
city_steer_max_std_over_windows,0.33536030199468325,False
city_steer_median_mean_over_windows,0.029712830905316512,False
city_steer_median_std_over_windows,0.07742398727109419,False
city_steer_q25_mean_over_windows,0.07980297512209841,False
city_steer_q25_std_over_windows,0.01574541820553447,False
city_steer_q75_mean_over_windows,0.04051109899258389,False
city_steer_q75_std_over_windows,0.06912082338177329,False
city_throttle_mean_mean_over_windows,0.026746622510946547,False
city_throttle_mean_std_over_windows,0.0007504748815717838,True
city_throttle_std_mean_over_windows,0.03299518968642501,False
city_throttle_std_std_over_windows,0.06582385974332423,False
city_throttle_min_mean_over_windows,0.0688890981254852,False
city_throttle_min_std_over_windows,0.016671207712074757,False
city_throttle_max_mean_over_windows,0.22217061104559274,False
city_throttle_max_std_over_windows,0.2807576064769696,False
city_throttle_median_mean_over_windows,0.09449265808561119,False
city_throttle_median_std_over_windows,0.06439394335968728,False
city_throttle_q25_mean_over_windows,0.013525690375479665,False
city_throttle_q25_std_over_windows,0.04538249196457578,False
city_throttle_q75_mean_over_windows,0.05964817820506739,False
city_throttle_q75_std_over_windows,0.10259773750182877,False
city_brake_mean_mean_over_windows,0.06768309426234147,False
city_brake_mean_std_over_windows,0.06710709755797917,False
city_brake_std_mean_over_windows,0.0686251362653444,False
city_brake_std_std_over_windows,0.027285166538500303,False
city_brake_min_mean_over_windows,0.07895413319048407,False
city_brake_min_std_over_windows,0.05291814158995742,False
city_brake_max_mean_over_windows,0.038631374136570425,False
city_brake_max_std_over_windows,0.036497550416620096,False
city_brake_median_mean_over_windows,0.0559659227019107,False
city_brake_median_std_over_windows,0.03779771630730987,False
city_brake_q25_mean_over_windows,0.07215491107847252,False
city_brake_q25_std_over_windows,0.07303201034721479,False
city_brake_q75_mean_over_windows,0.04399414476821716,False
city_brake_q75_std_over_windows,0.05640320801986782,False
city_steer_abs_mean_mean_over_windows,0.008097946943656405,True
city_steer_abs_mean_std_over_windows,0.0063510185003117624,True
city_steer_abs_std_mean_over_windows,0.11074890952371917,False
city_steer_abs_std_std_over_windows,0.06403406789616083,False
city_steer_pos_ratio_mean_over_windows,0.06440993222763741,False
city_steer_pos_ratio_std_over_windows,0.19248268838570576,False
city_steer_neg_ratio_mean_over_windows,0.06413482299157575,False
city_steer_neg_ratio_std_over_windows,0.1907698106694362,False
city_steer_zero_ratio_mean_over_windows,0.14630327918266284,False
city_steer_zero_ratio_std_over_windows,0.21022314357528804,False
city_steer_signchange_rate_mean_over_windows,0.10073120026115753,False
city_steer_signchange_rate_std_over_windows,0.07056238836724901,False
