feature,between_class_var,dropped
city_n_samples_mean_over_windows,0.17766425269534214,False
city_n_samples_std_over_windows,0.1410376691007324,False
city_duration_sec_mean_over_windows,0.17744839784528432,False
city_duration_sec_std_over_windows,0.141374838676265,False
city_sampling_rate_hz_mean_over_windows,0.016141369011275098,False
city_sampling_rate_hz_std_over_windows,0.023817723129071194,False
city_steer_mean_mean_over_windows,0.08981678883129984,False
city_steer_mean_std_over_windows,0.036769911133393056,False
city_steer_std_mean_over_windows,0.07266476137672233,False
city_steer_std_std_over_windows,0.10526850690835643,False
city_steer_min_mean_over_windows,0.0461822804340881,False
city_steer_min_std_over_windows,0.06511636158722114,False
city_steer_max_mean_over_windows,0.19665009736026437,False
city_steer_max_std_over_windows,0.07615938011822858,False
city_steer_median_mean_over_windows,0.15551049751946167,False
city_steer_median_std_over_windows,0.03846090404997355,False
city_steer_q25_mean_over_windows,0.05032700166424939,False
city_steer_q25_std_over_windows,0.08084157570584434,False
city_steer_q75_mean_over_windows,0.047947258001395376,False
city_steer_q75_std_over_windows,0.03459643698714063,False
city_throttle_mean_mean_over_windows,0.010058715484746595,False
city_throttle_mean_std_over_windows,0.03513692865957658,False
city_throttle_std_mean_over_windows,0.013409127919843765,False
city_throttle_std_std_over_windows,0.1324066236676098,False
city_throttle_min_mean_over_windows,0.02276088213626612,False
city_throttle_min_std_over_windows,0.028971993592893444,False
city_throttle_max_mean_over_windows,0.0,True
city_throttle_max_std_over_windows,0.0,True
city_throttle_median_mean_over_windows,0.06274039413231645,False
city_throttle_median_std_over_windows,0.0476104385162163,False
city_throttle_q25_mean_over_windows,0.05219283520088822,False
city_throttle_q25_std_over_windows,0.3285249086513082,False
city_throttle_q75_mean_over_windows,0.02608695652173912,False
city_throttle_q75_std_over_windows,0.026086956521739132,False
city_brake_mean_mean_over_windows,0.12271037133010573,False
city_brake_mean_std_over_windows,0.4149199147113651,False
city_brake_std_mean_over_windows,0.1031277727895149,False
city_brake_std_std_over_windows,0.1674477431640852,False
city_brake_min_mean_over_windows,0.13824265821944193,False
city_brake_min_std_over_windows,0.05100821227175935,False
city_brake_max_mean_over_windows,0.0,True
city_brake_max_std_over_windows,0.0,True
city_brake_median_mean_over_windows,0.9977882458767552,False
city_brake_median_std_over_windows,0.9955319360755218,False
city_brake_q25_mean_over_windows,0.13104260255559366,False
city_brake_q25_std_over_windows,0.1476136347453014,False
city_brake_q75_mean_over_windows,0.0,True
city_brake_q75_std_over_windows,0.0,True
city_steer_abs_mean_mean_over_windows,0.0361555822706722,False
city_steer_abs_mean_std_over_windows,0.09299840724531816,False
city_steer_abs_std_mean_over_windows,0.09418857123665204,False
city_steer_abs_std_std_over_windows,0.07682250875272564,False
city_steer_pos_ratio_mean_over_windows,0.12011949933759042,False
city_steer_pos_ratio_std_over_windows,0.007814079244907627,True
city_steer_neg_ratio_mean_over_windows,0.11994848236387207,False
city_steer_neg_ratio_std_over_windows,0.007915775282897095,True
city_steer_zero_ratio_mean_over_windows,0.11790631033756209,False
city_steer_zero_ratio_std_over_windows,0.21492352530251224,False
city_steer_signchange_rate_mean_over_windows,0.09152509525456061,False
city_steer_signchange_rate_std_over_windows,0.0004776282008416968,True
city_throttle_active_ratio_mean_over_windows,0.017524912647454097,False
city_throttle_active_ratio_std_over_windows,0.011254196525683194,False
city_throttle_zero_ratio_mean_over_windows,0.0019977323098133936,True
city_throttle_zero_ratio_std_over_windows,0.02989837006443896,False
city_throttle_active_mean_mean_over_windows,0.01246570460642521,False
city_throttle_active_mean_std_over_windows,0.04387197016151125,False
city_throttle_active_std_mean_over_windows,0.02464032188350379,False
city_throttle_active_std_std_over_windows,0.19613403778340227,False
city_brake_active_ratio_mean_over_windows,0.04089490606492471,False
city_brake_active_ratio_std_over_windows,0.017833726589833808,False
city_brake_zero_ratio_mean_over_windows,0.11450788322252067,False
city_brake_zero_ratio_std_over_windows,0.05321786501806351,False
city_brake_active_mean_mean_over_windows,0.3429328394565778,False
city_brake_active_mean_std_over_windows,0.5036005858462372,False
city_brake_active_std_mean_over_windows,0.19507046487385557,False
city_brake_active_std_std_over_windows,0.005228830458242925,True
city_steer_diff_mean_mean_over_windows,0.0995678003093961,False
city_steer_diff_mean_std_over_windows,0.04099687096164648,False
city_steer_diff_std_mean_over_windows,0.13481401618376757,False
city_steer_diff_std_std_over_windows,0.22462634477697105,False
city_steer_diff_abs_mean_mean_over_windows,0.11215179618171567,False
city_steer_diff_abs_mean_std_over_windows,0.17193613950576844,False
city_throttle_diff_mean_mean_over_windows,0.0813619908286998,False
city_throttle_diff_mean_std_over_windows,0.07679347622015463,False
city_throttle_diff_std_mean_over_windows,0.11553837846740982,False
city_throttle_diff_std_std_over_windows,0.11428019577582593,False
city_throttle_diff_abs_mean_mean_over_windows,0.08015519153547701,False
city_throttle_diff_abs_mean_std_over_windows,0.07121827631610912,False
city_brake_diff_mean_mean_over_windows,0.0358845585463863,False
city_brake_diff_mean_std_over_windows,0.03040713540294558,False
city_brake_diff_std_mean_over_windows,0.08309658507347407,False
city_brake_diff_std_std_over_windows,0.4166176728675786,False
city_brake_diff_abs_mean_mean_over_windows,0.04260235018013399,False
city_brake_diff_abs_mean_std_over_windows,0.6854145287369433,False
highway_n_samples_mean_over_windows,0.09943503670084475,False
highway_n_samples_std_over_windows,0.14010648846112927,False
highway_duration_sec_mean_over_windows,0.09885032065911778,False
highway_duration_sec_std_over_windows,0.14051726123392672,False
highway_sampling_rate_hz_mean_over_windows,0.07901338702934194,False
highway_sampling_rate_hz_std_over_windows,0.08105335634175649,False
highway_steer_mean_mean_over_windows,0.022326056573374962,False
highway_steer_mean_std_over_windows,0.007435977628591344,True
highway_steer_std_mean_over_windows,0.10692439727232748,False
highway_steer_std_std_over_windows,0.0661119648689201,False
highway_steer_min_mean_over_windows,0.08847978801359914,False
highway_steer_min_std_over_windows,0.02838946474923139,False
highway_steer_max_mean_over_windows,0.08785774298812601,False
highway_steer_max_std_over_windows,0.022459647095966245,False
highway_steer_median_mean_over_windows,0.08146556512664446,False
highway_steer_median_std_over_windows,0.1230095531450333,False
highway_steer_q25_mean_over_windows,0.025109361827108656,False
highway_steer_q25_std_over_windows,0.014944806962139089,False
highway_steer_q75_mean_over_windows,0.0552527031385314,False
highway_steer_q75_std_over_windows,0.007355964812987624,True
highway_throttle_mean_mean_over_windows,0.010728647018764591,False
highway_throttle_mean_std_over_windows,0.007587893021043098,True
highway_throttle_std_mean_over_windows,0.018664239117633857,False
highway_throttle_std_std_over_windows,0.1023079537140592,False
highway_throttle_min_mean_over_windows,0.004724227091453962,True
highway_throttle_min_std_over_windows,0.02152611342898993,False
highway_throttle_max_mean_over_windows,0.0,True
highway_throttle_max_std_over_windows,0.0,True
highway_throttle_median_mean_over_windows,0.08107783202273168,False
highway_throttle_median_std_over_windows,0.21594988592440634,False
highway_throttle_q25_mean_over_windows,0.01572150276792188,False
highway_throttle_q25_std_over_windows,0.09573487307818021,False
highway_throttle_q75_mean_over_windows,0.05368932550402347,False
highway_throttle_q75_std_over_windows,0.05438659461533912,False
highway_brake_mean_mean_over_windows,0.24577841943386866,False
highway_brake_mean_std_over_windows,0.2513590675625482,False
highway_brake_std_mean_over_windows,0.05447615739548924,False
highway_brake_std_std_over_windows,0.12037937300178753,False
highway_brake_min_mean_over_windows,0.04082245721270782,False
highway_brake_min_std_over_windows,0.0411279408108885,False
highway_brake_max_mean_over_windows,0.15661746730159418,False
highway_brake_max_std_over_windows,0.15661746730159415,False
highway_brake_median_mean_over_windows,0.14698435270531027,False
highway_brake_median_std_over_windows,0.14698435270531038,False
highway_brake_q25_mean_over_windows,0.08509955268786873,False
highway_brake_q25_std_over_windows,0.11529554818170178,False
highway_brake_q75_mean_over_windows,0.21647172430243386,False
highway_brake_q75_std_over_windows,0.21647172430243394,False
highway_steer_abs_mean_mean_over_windows,0.042021815209873616,False
highway_steer_abs_mean_std_over_windows,0.05943655543011475,False
highway_steer_abs_std_mean_over_windows,0.10409285778543768,False
highway_steer_abs_std_std_over_windows,0.05689728148671519,False
highway_steer_pos_ratio_mean_over_windows,0.08746202977123216,False
highway_steer_pos_ratio_std_over_windows,0.20564591134295726,False
highway_steer_neg_ratio_mean_over_windows,0.08771175322448675,False
highway_steer_neg_ratio_std_over_windows,0.20549363333300272,False
highway_steer_zero_ratio_mean_over_windows,0.03450047915396322,False
highway_steer_zero_ratio_std_over_windows,0.033113872784661345,False
highway_steer_signchange_rate_mean_over_windows,0.007365000487364234,True
highway_steer_signchange_rate_std_over_windows,0.12900718925227944,False
highway_throttle_active_ratio_mean_over_windows,0.02537470252451709,False
highway_throttle_active_ratio_std_over_windows,0.42073702692363985,False
