feature,between_class_var,dropped
city_n_samples_mean_over_windows,0.1237215501049552,False
city_n_samples_std_over_windows,0.10403729707326786,False
city_duration_sec_mean_over_windows,0.12251364734900047,False
city_duration_sec_std_over_windows,0.10409325746083514,False
city_sampling_rate_hz_mean_over_windows,0.0037048425409753854,True
city_sampling_rate_hz_std_over_windows,0.04409453796134561,False
city_steer_mean_mean_over_windows,0.09943443595641527,False
city_steer_mean_std_over_windows,0.07883397403223336,False
city_steer_std_mean_over_windows,0.07434489023578662,False
city_steer_std_std_over_windows,0.10308828940369424,False
city_steer_min_mean_over_windows,0.03477074746156631,False
city_steer_min_std_over_windows,0.07264751182789178,False
city_steer_max_mean_over_windows,0.2621775849451404,False
city_steer_max_std_over_windows,0.09765071988055998,False
city_steer_median_mean_over_windows,0.010561488682549884,False
city_steer_median_std_over_windows,0.0568532289096311,False
city_steer_q25_mean_over_windows,0.07684439933249795,False
city_steer_q25_std_over_windows,0.05536716283097265,False
city_steer_q75_mean_over_windows,0.010334981019755071,False
city_steer_q75_std_over_windows,0.035623236130614556,False
city_throttle_mean_mean_over_windows,0.00937310094692077,True
city_throttle_mean_std_over_windows,0.16221892994353485,False
city_throttle_std_mean_over_windows,0.014984051099285708,False
city_throttle_std_std_over_windows,0.09563716573204081,False
city_throttle_min_mean_over_windows,0.010756039293477421,False
city_throttle_min_std_over_windows,0.07789988718052973,False
city_throttle_max_mean_over_windows,0.0,True
city_throttle_max_std_over_windows,0.0,True
city_throttle_median_mean_over_windows,0.05955960323885518,False
city_throttle_median_std_over_windows,0.12366182114826776,False
city_throttle_q25_mean_over_windows,0.03635042925282841,False
city_throttle_q25_std_over_windows,0.28219457040363316,False
city_throttle_q75_mean_over_windows,0.0,True
city_throttle_q75_std_over_windows,0.0,True
city_brake_mean_mean_over_windows,0.09182762055001807,False
city_brake_mean_std_over_windows,0.1973339679744803,False
city_brake_std_mean_over_windows,0.0686721206889233,False
city_brake_std_std_over_windows,0.040928157058502106,False
city_brake_min_mean_over_windows,0.13009300997465323,False
city_brake_min_std_over_windows,0.05103577446037012,False
city_brake_max_mean_over_windows,0.0,True
city_brake_max_std_over_windows,0.0,True
city_brake_median_mean_over_windows,0.8200270340551746,False
city_brake_median_std_over_windows,0.747671791504466,False
city_brake_q25_mean_over_windows,0.1767610518671262,False
city_brake_q25_std_over_windows,0.15822884369276133,False
