feature,between_class_var,dropped
city_brake_diff_abs_mean_mean_over_windows,0.037366824326723835,False
city_brake_diff_abs_mean_std_over_windows,0.03804019964497687,False
highway_n_samples_mean_over_windows,0.12571043545683175,False
highway_n_samples_std_over_windows,0.12719910198813958,False
highway_duration_sec_mean_over_windows,0.12228639295903787,False
highway_duration_sec_std_over_windows,0.12723957590237311,False
highway_sampling_rate_hz_mean_over_windows,0.04298477712045113,False
highway_sampling_rate_hz_std_over_windows,0.03111518193603974,False
highway_steer_mean_mean_over_windows,0.03032575426591253,False
highway_steer_mean_std_over_windows,0.01420128484601559,False
highway_steer_std_mean_over_windows,0.037850316109165255,False
highway_steer_std_std_over_windows,0.16015364371865687,False
highway_steer_min_mean_over_windows,0.04256858961913386,False
highway_steer_min_std_over_windows,0.04877544672356713,False
highway_steer_max_mean_over_windows,0.0470338025356793,False
highway_steer_max_std_over_windows,0.05039134575486414,False
highway_steer_median_mean_over_windows,0.029803399077581144,False
highway_steer_median_std_over_windows,0.01575529584338721,False
highway_steer_q25_mean_over_windows,0.0005435702347855825,True
highway_steer_q25_std_over_windows,0.00884255218355058,True
highway_steer_q75_mean_over_windows,0.028079268137335835,False
highway_steer_q75_std_over_windows,0.007243304584677438,True
highway_throttle_mean_mean_over_windows,0.002716902797360621,True
highway_throttle_mean_std_over_windows,0.01015084331121871,False
highway_throttle_std_mean_over_windows,0.016159747404237815,False
highway_throttle_std_std_over_windows,0.0844788456991753,False
highway_throttle_min_mean_over_windows,0.017742185756288234,False
highway_throttle_min_std_over_windows,0.007347799045006758,True
highway_throttle_max_mean_over_windows,0.08695652173913042,False
highway_throttle_max_std_over_windows,0.08695652173913042,False
highway_throttle_median_mean_over_windows,0.041173493523703725,False
highway_throttle_median_std_over_windows,0.04856864843327931,False
highway_throttle_q25_mean_over_windows,0.0006784461269791337,True
highway_throttle_q25_std_over_windows,0.060163428201142496,False
highway_throttle_q75_mean_over_windows,0.08398416818148056,False
highway_throttle_q75_std_over_windows,0.08103703182727776,False
highway_brake_mean_mean_over_windows,0.11366395422815162,False
highway_brake_mean_std_over_windows,0.15387457807660357,False
highway_brake_std_mean_over_windows,0.05738698192492657,False
highway_brake_std_std_over_windows,0.025191216077414806,False
highway_brake_min_mean_over_windows,0.04140204241472487,False
highway_brake_min_std_over_windows,0.02988756851791171,False
highway_brake_max_mean_over_windows,0.04917300178518021,False
highway_brake_max_std_over_windows,0.04240514355420296,False
highway_brake_median_mean_over_windows,0.036225583241752075,False
highway_brake_median_std_over_windows,0.060581018822906924,False
highway_brake_q25_mean_over_windows,0.1254167511960135,False
highway_brake_q25_std_over_windows,0.1596368784313554,False
highway_brake_q75_mean_over_windows,0.08707321636512844,False
highway_brake_q75_std_over_windows,0.128167092010437,False
highway_steer_abs_mean_mean_over_windows,0.025740214434997657,False
highway_steer_abs_mean_std_over_windows,0.035535275529174605,False
highway_steer_abs_std_mean_over_windows,0.030181171828579687,False
highway_steer_abs_std_std_over_windows,0.14891083984074135,False
highway_steer_pos_ratio_mean_over_windows,0.21579929507135315,False
highway_steer_pos_ratio_std_over_windows,0.03474124108090762,False
highway_steer_neg_ratio_mean_over_windows,0.2163432341953808,False
highway_steer_neg_ratio_std_over_windows,0.03468804047122648,False
highway_steer_zero_ratio_mean_over_windows,0.03485035781437938,False
highway_steer_zero_ratio_std_over_windows,0.03363461210528919,False
highway_steer_signchange_rate_mean_over_windows,0.004212439593147738,True
highway_steer_signchange_rate_std_over_windows,0.714348454830487,False
highway_throttle_active_ratio_mean_over_windows,0.004336470649494209,True
highway_throttle_active_ratio_std_over_windows,0.08180751087401217,False
highway_throttle_zero_ratio_mean_over_windows,0.03742901001255214,False
highway_throttle_zero_ratio_std_over_windows,0.0527149177758837,False
highway_throttle_active_mean_mean_over_windows,0.05885646054997669,False
highway_throttle_active_mean_std_over_windows,0.0477313430346979,False
highway_throttle_active_std_mean_over_windows,0.006986620300833862,True
highway_throttle_active_std_std_over_windows,0.022035142566920442,False
highway_brake_active_ratio_mean_over_windows,0.1251562080787542,False
highway_brake_active_ratio_std_over_windows,0.16710282325151876,False
highway_brake_zero_ratio_mean_over_windows,0.04409444019227473,False
highway_brake_zero_ratio_std_over_windows,0.0909562137378838,False
highway_brake_active_mean_mean_over_windows,0.05399825109555344,False
highway_brake_active_mean_std_over_windows,0.002098041900334896,True
highway_brake_active_std_mean_over_windows,0.17995747000417675,False
highway_brake_active_std_std_over_windows,0.09552202999621108,False
highway_steer_diff_mean_mean_over_windows,0.0025684538023755367,True
highway_steer_diff_mean_std_over_windows,0.035851435697381015,False
highway_steer_diff_std_mean_over_windows,0.042760005582497616,False
highway_steer_diff_std_std_over_windows,0.034287943029871135,False
highway_steer_diff_abs_mean_mean_over_windows,0.03690632672338215,False
highway_steer_diff_abs_mean_std_over_windows,0.031161433770452746,False
highway_throttle_diff_mean_mean_over_windows,0.002185205803874388,True
highway_throttle_diff_mean_std_over_windows,0.03308759218475278,False
highway_throttle_diff_std_mean_over_windows,0.036176982394476614,False
highway_throttle_diff_std_std_over_windows,0.0675157714167069,False
highway_throttle_diff_abs_mean_mean_over_windows,0.05762003536647721,False
highway_throttle_diff_abs_mean_std_over_windows,0.06460573205417568,False
highway_brake_diff_mean_mean_over_windows,0.2240091233892965,False
highway_brake_diff_mean_std_over_windows,0.12708914017492498,False
highway_brake_diff_std_mean_over_windows,0.021923340415524583,False
highway_brake_diff_std_std_over_windows,0.03269562239675694,False
highway_brake_diff_abs_mean_mean_over_windows,0.0683533776103301,False
highway_brake_diff_abs_mean_std_over_windows,0.10548481292753846,False
